"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"31","32","Y. Shi","Customized Barrier Membrane (Titanium Alloy, Poly Ether-Ether Ketone and Unsintered Hydroxyapatite/Poly-l-Lactide) for Guided Bone Regeneration","2022","Frontiers in Bioengineering and Biotechnology","","10.3389/fbioe.2022.916967","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133928044&origin=inward","Ya","8.00","2296-4185","10",""
"32","30","R. Ashfaq","Developments in Alloplastic Bone Grafts and Barrier Membrane Biomaterials for Periodontal Guided Tissue and Bone Regeneration Therapy","2024","International Journal of Molecular Sciences","","10.3390/ijms25147746","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199773003&origin=inward","Ya","15.00","1422-0067","25","14"
"33","30","J. Xiang","Sandwich-like nanocomposite electrospun silk fibroin membrane to promote osteogenesis and antibacterial activities","2022","Applied Materials Today","","10.1016/j.apmt.2021.101273","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120447694&origin=inward","Parsial","7.50","2352-9407","26",""
"34","30","H. Liang","A long-lasting guided bone regeneration membrane from sequentially functionalised photoactive atelocollagen","2022","Acta Biomaterialia","","10.1016/j.actbio.2021.12.004","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121274764&origin=inward","Ya","7.50","1742-7061","140",""
"35","30","X. Zhao","Controlling the Pore Structure of Collagen Sponge by Adjusting the Cross-Linking Degree for Construction of Heterogeneous Double-Layer Bone Barrier Membranes","2020","ACS Applied Bio Materials","","10.1021/acsabm.9b01175","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084737543&origin=inward","Ya","5.00","2576-6422","3","4"
"36","29","S. Lv","Hemostasis-osteogenesis integrated Janus carboxymethyl chitin/hydroxyapatite porous membrane for bone defect repair","2023","Carbohydrate Polymers","","10.1016/j.carbpol.2023.120888","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152235626&origin=inward","Ya","9.67","0144-8617","313",""
"37","29","S.M. Solomon","Finding the Perfect Membrane: Current Knowledge on Barrier Membranes in Regenerative Procedures: A Descriptive Review","2022","Applied Sciences Switzerland","","10.3390/app12031042","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123072255&origin=inward","Ya","7.25","2076-3417","12","3"
"38","27","K. Chen","Utilizing biodegradable alloys as guided bone regeneration (GBR) membrane: Feasibility and challenges","2022","Science China Materials","","10.1007/s40843-022-2118-3","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135312090&origin=inward","Ya","6.75","2095-8226","65","10"
"39","27","G.d.S. Balbinot","Polybutylene-adipate-terephthalate and niobium-containing bioactive glasses composites: Development of barrier membranes with adjusted properties for guided bone regeneration","2021","Materials Science and Engineering C","","10.1016/j.msec.2021.112115","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104398522&origin=inward","Ya","5.40","0928-4931","125",""
"40","27","I.W. Um","Allogeneic demineralized dentin matrix graft for guided bone regeneration in dental implants","2020","Applied Sciences Switzerland","","10.3390/app10134661","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087913489&origin=inward","Ya","4.50","2076-3417","10","13"
"41","26","Y. Shan","Biodegradable Mg-Ca/Mg-Cu bilayer membranes with enhanced mechanical, osteogenesis and antibacterial performances for GBR applications","2025","Journal of Magnesium and Alloys","","10.1016/j.jma.2024.01.034","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188203409&origin=inward","Ya","26.00","2213-9567","13","2"
"42","26","H. Shakeri","Poly (L-lactic acid)-based modified nanofibrous membrane with dual drug release capability for GBR application","2023","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2023.123201","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146873047&origin=inward","Ya","8.67","0141-8130","231",""
"43","26","M. Blašković","Guided Bone Regeneration Using a Novel Magnesium Membrane: A Literature Review and a Report of Two Cases in Humans","2023","Journal of Functional Biomaterials","","10.3390/jfb14060307","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163636878&origin=inward","Ya","8.67","2079-4983","14","6"
"44","26","M. Toledano","Zn-containing membranes for guided bone regeneration in dentistry","2021","Polymers","","10.3390/polym13111797","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107827240&origin=inward","Ya","5.20","2073-4360","13","11"
"45","25","Q. Li","Band-Aid-Like Self-Fixed Barrier Membranes Enable Superior Bone Augmentation","2023","Advanced Science","","10.1002/advs.202206981","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151741536&origin=inward","Ya","8.33","2198-3844","10","16"
"46","24","X. Shi","Physical, mechanical, and biological properties of collagen membranes for guided bone regeneration: a comparative in vitro study","2023","BMC Oral Health","","10.1186/s12903-023-03223-4","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165378501&origin=inward","Ya","8.00","1472-6831","23","1"
"47","24","Y. Zhu","Periosteum-Inspired Membranes Integrated with Bioactive Magnesium Oxychloride Ceramic Nanoneedles for Guided Bone Regeneration","2022","ACS Applied Materials and Interfaces","","10.1021/acsami.2c10615","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137647042&origin=inward","Ya","6.00","1944-8244","14","35"
"48","24","F. Bornert","Comparative barrier membrane degradation over time: Pericardium versus dermal membranes","2021","Clinical and Experimental Dental Research","","10.1002/cre2.414","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105105140&origin=inward","Ya","4.80","2057-4347","7","5"
"49","24","J. He","Preparation and evaluation of acellular sheep periostea for guided bone regeneration","2020","Journal of Biomedical Materials Research Part A","","10.1002/jbm.a.36787","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071319479&origin=inward","Ya","4.00","1549-3296","108","1"
"50","23","L. Steigmann","Biocompatibility and immune response of a newly developed volume-stable magnesium-based barrier membrane in combination with a PVD coating for guided bone regeneration (GBR)","2020","Biomedicines","","10.3390/biomedicines8120636","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098666848&origin=inward","Ya","3.83","2227-9059","8","12"
"51","23","J. Fang","Tuning the immune reaction to manipulate the cell-mediated degradation of a collagen barrier membrane","2020","Acta Biomaterialia","","10.1016/j.actbio.2020.03.038","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083584339&origin=inward","Ya","3.83","1742-7061","109",""
"52","22","Z. Tabia","Tailoring the biodegradability and bioactivity of green-electrospun polycaprolactone fibers by incorporation of bioactive glass nanoparticles for guided bone regeneration","2021","European Polymer Journal","","10.1016/j.eurpolymj.2021.110841","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118334614&origin=inward","Ya","4.40","0014-3057","161",""
"53","21","X. Shan","Degradable Pure Magnesium Used as a Barrier Film for Oral Bone Regeneration","2022","Journal of Functional Biomaterials","","10.3390/jfb13040298","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144861783&origin=inward","Ya","5.25","2079-4983","13","4"
"54","21","C.C. Lin","A novel γ-PGA composite gellan membrane containing glycerol for guided bone regeneration","2021","Materials Science and Engineering C","","10.1016/j.msec.2020.111404","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090703292&origin=inward","Ya","4.20","0928-4931","118",""
"55","20","J. Li","Self-healing hybrid hydrogels with sustained bioactive components release for guided bone regeneration","2023","Journal of Nanobiotechnology","","10.1186/s12951-023-01811-8","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148550675&origin=inward","Ya","6.67","1477-3155","21","1"
"56","20","C.P. Tasiopoulos","Surface Functionalization of PTFE Membranes Intended for Guided Bone Regeneration Using Recombinant Spider Silk","2020","ACS Applied Bio Materials","","10.1021/acsabm.9b00972","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078675977&origin=inward","Ya","3.33","2576-6422","3","1"
"57","19","K. Hayashi","Channel Aperture Characteristics of Carbonate Apatite Honeycomb Scaffolds Affect Ingrowths of Bone and Fibrous Tissues in Vertical Bone Augmentation","2022","Bioengineering","","10.3390/bioengineering9110627","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144643962&origin=inward","Ya","4.75","2306-5354","9","11"
"58","19","O. Jung","Biocompatibility analyses of hf-passivated magnesium screws for guided bone regeneration (Gbr)","2021","International Journal of Molecular Sciences","","10.3390/ijms222212567","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119427563&origin=inward","Ya","3.80","1661-6596","22","22"
"59","18","A. Tai","Systematic evaluation of three porcine-derived collagen membranes for guided bone regeneration","2023","Biomaterials Translational","","10.12336/biomatertransl.2023.01.006","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164352201&origin=inward","Ya","6.00","2096-112X","4","1"
"60","18","S. Ma","Asymmetric SIS membranes specifically loaded with exosomes through the modification of engineered recombinant peptides for guide bone regeneration","2022","Composites Part B Engineering","","10.1016/j.compositesb.2021.109571","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122060663&origin=inward","Ya","4.50","1359-8368","232",""
"61","18","Y. Xuan","Hierarchical Intrafibrillarly Mineralized Collagen Membrane Promotes Guided Bone Regeneration and Regulates M2 Macrophage Polarization","2022","Frontiers in Bioengineering and Biotechnology","","10.3389/fbioe.2021.781268","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124551605&origin=inward","Ya","4.50","2296-4185","9",""
"62","18","R. Di Raimondo","Hard and soft tissue changes after guided bone regeneration using two different barrier membranes: an experimental in vivo investigation","2021","Clinical Oral Investigations","","10.1007/s00784-020-03537-5","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089862647&origin=inward","Ya","3.60","1432-6981","25","4"
"63","17","D. Wang","Barrier membranes for periodontal guided bone regeneration: a potential therapeutic strategy","2023","Frontiers in Materials","","10.3389/fmats.2023.1220420","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179364326&origin=inward","Ya","5.67","2296-8016","10",""
"64","17","C. Lai","Janus electro-microenvironment membrane with surface-selective osteogenesis/gingival healing ability for guided bone regeneration","2022","Materials Today Bio","","10.1016/j.mtbio.2022.100491","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142144201&origin=inward","Ya","4.25","2590-0064","17",""
"65","16","Y. Dong","Antimicrobial and Pro-Osteogenic Coaxially Electrospun Magnesium Oxide Nanoparticles-Polycaprolactone /Parathyroid Hormone-Polycaprolactone Composite Barrier Membrane for Guided Bone Regeneration","2023","International Journal of Nanomedicine","","10.2147/IJN.S395026","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146798866&origin=inward","Ya","5.33","1176-9114","18",""
"66","16","L. Ren","Metal-phenolic networks acted as a novel bio-filler of a barrier membrane to improve guided bone regeneration via manipulating osteoimmunomodulation","2022","Journal of Materials Chemistry B","","10.1039/d2tb01804g","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144039569&origin=inward","Ya","4.00","2050-750X","10","48"
"67","15","G. L. Abe","Poly(lactic acid/caprolactone) bilayer membrane blocks bacterial penetration","2022","Journal of Periodontal Research","","10.1111/jre.12980","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125177073&origin=inward","Parsial","3.75","0022-3484","57","3"
"68","15","P. You","Acellular pericardium: A naturally hierarchical, osteoconductive, and osteoinductive biomaterial for guided bone regeneration","2021","Journal of Biomedical Materials Research Part A","","10.1002/jbm.a.37011","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097124492&origin=inward","Ya","3.00","1549-3296","109","2"
"69","15","S.Y. Cheon","Poly (L-lactic acid) membrane crosslinked with Genipin for guided bone regeneration","2021","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2021.09.137","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116510918&origin=inward","Ya","3.00","0141-8130","191",""
"70","15","R. Rossi","Cortical lamina: a new device for the treatment of moderate and severe tridimensional bone and soft tissue defects","2020","International Journal of Esthetic Dentistry","","","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094174712&origin=inward","Parsial","2.50","2198-591X","15","4"
"71","14","P. Pripatnanont","Physical and biological performances of a semi-resorbable barrier membrane based on silk fibroin-glycerol-fish collagen material for guided bone regeneration","2021","Journal of Biomaterials Applications","","10.1177/08853282211025781","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108381120&origin=inward","Ya","2.80","0885-3282","36","5"
"72","13","R. Noelken","Bone regeneration as treatment of peri-implant disease: A narrative review","2023","Clinical Implant Dentistry and Related Research","","10.1111/cid.13209","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159621218&origin=inward","Ya","4.33","1523-0899","25","4"
"73","13","X. Yang","Effect of Dehydrothermal Treatment on the Structure and Properties of a Collagen-Based Heterogeneous Bilayer Membrane","2023","ACS Applied Polymer Materials","","10.1021/acsapm.3c00095","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85156244779&origin=inward","Parsial","4.33","2637-6105","5","5"
"74","13","Y. Wang","Silk fibroin hydrogel membranes prepared by a sequential cross-linking strategy for guided bone regeneration","2023","Journal of the Mechanical Behavior of Biomedical Materials","","10.1016/j.jmbbm.2023.106133","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171627762&origin=inward","Ya","4.33","1751-6161","147",""
"75","13","H. Zelikman","Bacterial Growth on Three Non-Resorbable Polytetrafluoroethylene (PTFE) Membranes—An In Vitro Study","2022","Materials","","10.3390/ma15165705","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137660257&origin=inward","Parsial","3.25","1996-1944","15","16"
"76","13","H. Li","Graphene Oxide/Elastin Nanostructure-Based Membranes for Bone Regeneration","2022","ACS Applied Nano Materials","","10.1021/acsanm.2c00889","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131699662&origin=inward","Ya","3.25","2574-0970","5","5"
"77","13","X. Xu","Tuning osteoporotic macrophage responses to favour regeneration by Cu-bearing titanium alloy in Porphyromonas gingivalis lipopolysaccharide-induced microenvironments","2021","Regenerative Biomaterials","","10.1093/rb/rbaa045","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127363628&origin=inward","Parsial","2.60","2056-3418","8","1"
"78","13","E.V. Kim","Biocompatibility and Bioresorption of 3D-Printed Polylactide and Polyglycolide Tissue Membranes","2021","Bulletin of Experimental Biology and Medicine","","10.1007/s10517-021-05066-x","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099851093&origin=inward","Parsial","2.60","0007-4888","170","3"
"79","13","R.J. Miller","Indications for Simultaneous Implantation and Bone Augmentation Using the Allograft Bone Ring Technique","2020","International Journal of Periodontics and Restorative Dentistry","","10.11607/prd.4526","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082791407&origin=inward","Ya","2.17","0198-7569","40","3"
"80","13","N. Ovcharenko","A Comparison of the Effect of Barrier Membranes on Clinical and Histologic Hard and Soft Tissue Healing with Ridge Preservation","2020","International Journal of Periodontics and Restorative Dentistry","","10.11607/prd.4120","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082790845&origin=inward","Ya","2.17","0198-7569","40","3"
"81","13","L. Yin","Preparation and characteristics of electrospinning PTH-Fc/PLCL/SF membranes for bioengineering applications","2020","Journal of Biomedical Materials Research Part A","","10.1002/jbm.a.36801","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074371263&origin=inward","Parsial","2.17","1549-3296","108","1"
"82","13","R.E. Jung","Comparison of a polyethylene glycol membrane and a collagen membrane for the treatment of bone dehiscence defects at bone level implants—A prospective, randomized, controlled, multicenter clinical trial","2020","Clinical Oral Implants Research","","10.1111/clr.13657","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091163006&origin=inward","Ya","2.17","0905-7161","31","11"
"83","12","H. Chen","Janus fibre/sponge composite combined with IOPNs promotes haemostasis and efficient reconstruction in oral guided bone regeneration","2022","Materials and Design","","10.1016/j.matdes.2022.111083","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137176833&origin=inward","Ya","3.00","0264-1275","222",""
"84","12","G. Ra","Bone regeneration in dentistry: An overview","2021","Journal of Biological Regulators and Homeostatic Agents","","","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100127394&origin=inward","Ya","2.40","0393-974X","35","1"
"85","12","R. Soni","Evaluation of efficacy of platelet-rich fibrin membrane and bone graft in coverage of immediate dental implant in esthetic zone: An in vivo study","2020","National Journal of Maxillofacial Surgery","","10.4103/njms.NJMS_26_19","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108982380&origin=inward","Ya","2.00","0975-5950","11","1"
"86","11","J. Chen","Copper nanoparticles incorporated visible light-curing chitosan-based hydrogel membrane for enhancement of bone repair","2024","Journal of the Mechanical Behavior of Biomedical Materials","","10.1016/j.jmbbm.2024.106674","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199774371&origin=inward","Parsial","5.50","1751-6161","158",""
"87","11","H. Ayari","The use of periodontal membranes in the field of periodontology: spotlight on collagen membranes","2022","Journal of Applied Biomedicine","","10.32725/jab.2022.020","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144422242&origin=inward","Parsial","2.75","1214-021X","20","4"
