"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"15","49","Y. Wu","Optimizing the bio-degradability and biocompatibility of a biogenic collagen membrane through cross-linking and zinc-doped hydroxyapatite","2022","Acta Biomaterialia","","10.1016/j.actbio.2022.02.004","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125894070&origin=inward","Ya","12.25","1742-7061","143",""
"16","45","A. Monje","Reconstructive therapy for the management of peri-implantitis via submerged guided bone regeneration: A prospective case series","2020","Clinical Implant Dentistry and Related Research","","10.1111/cid.12913","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084565066&origin=inward","Parsial","7.50","1523-0899","22","3"
"17","40","E. Regidor","The adjunctive effect of a resorbable membrane to a xenogeneic bone replacement graft in the reconstructive surgical therapy of peri-implantitis: A randomized clinical trial","2023","Journal of Clinical Periodontology","","10.1111/jcpe.13796","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150393156&origin=inward","Parsial","13.33","0303-6979","50","6"
"18","36","Y. He","Fabrication of oxidized sodium alginate-collagen heterogeneous bilayer barrier membrane with osteogenesis-promoting ability","2022","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2021.12.155","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122814416&origin=inward","Ya","9.00","0141-8130","202",""
"19","35","P. Rider","Analysis of a Pure Magnesium Membrane Degradation Process and Its Functionality When Used in a Guided Bone Regeneration Model in Beagle Dogs","2022","Materials","","10.3390/ma15093106","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129067898&origin=inward","Parsial","8.75","1996-1944","15","9"
"20","35","S. Saska","Polydioxanone-based membranes for bone regeneration","2021","Polymers","","10.3390/polym13111685","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107152703&origin=inward","Parsial","7.00","2073-4360","13","11"
"21","34","G. Caccianiga","Laser Decontamination and LED Photobiomodulation Promote Bone Regeneration and Wound Healing by Secondary Intention, in Alveolar Ridge Preservation - Clinical and Radiographic Evaluation: A Pilot Experience","2022","Photobiomodulation Photomedicine and Laser Surgery","","10.1089/photob.2021.0062","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130635643&origin=inward","Parsial","8.50","2578-5478","40","5"
"22","34","M.C. Wan","Upregulation of mitochondrial dynamics is responsible for osteogenic differentiation of mesenchymal stem cells cultured on self-mineralized collagen membranes","2021","Acta Biomaterialia","","10.1016/j.actbio.2021.09.039","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116333423&origin=inward","Ya","6.80","1742-7061","136",""
"23","34","M. Vallecillo-Rivas","The collagen origin influences the degradation kinetics of guided bone regeneration membranes","2021","Polymers","","10.3390/polym13173007","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114495227&origin=inward","Ya","6.80","2073-4360","13","17"
"24","33","L. Yu","Biomimetic bone regeneration using angle-ply collagen membrane-supported cell sheets subjected to mechanical conditioning","2020","Acta Biomaterialia","","10.1016/j.actbio.2020.05.041","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086520339&origin=inward","Ya","5.50","1742-7061","112",""
"25","32","Y. Shi","Customized Barrier Membrane (Titanium Alloy, Poly Ether-Ether Ketone and Unsintered Hydroxyapatite/Poly-l-Lactide) for Guided Bone Regeneration","2022","Frontiers in Bioengineering and Biotechnology","","10.3389/fbioe.2022.916967","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133928044&origin=inward","Parsial","8.00","2296-4185","10",""
"26","32","L. Chen","Collagen Membrane Derived from Fish Scales for Application in Bone Tissue Engineering","2022","Polymers","","10.3390/polym14132532","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132974023&origin=inward","Ya","8.00","2073-4360","14","13"
"27","32","H.M. Arnal","Horizontal guided bone regeneration on knife-edge ridges: A retrospective case–control pilot study comparing two surgical techniques","2022","Clinical Implant Dentistry and Related Research","","10.1111/cid.13073","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124610754&origin=inward","Parsial","8.00","1523-0899","24","2"
"28","32","R.E. Jung","Clinical and radiographical performance of implants placed with simultaneous guided bone regeneration using resorbable and nonresorbable membranes after 22–24 years, a prospective, controlled clinical trial","2021","Clinical Oral Implants Research","","10.1111/clr.13845","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116238175&origin=inward","Parsial","6.40","0905-7161","32","12"
"29","31","G.I. Benic","Randomized controlled clinical trial comparing guided bone regeneration of peri-implant defects with soft-type block versus particulate bone substitutes: Six-month results of hard-tissue changes","2022","Journal of Clinical Periodontology","","10.1111/jcpe.13606","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125858120&origin=inward","Parsial","7.75","0303-6979","49","5"
"30","31","D. de Melo Pereira","Proliferation and Osteogenic Differentiation of hMSCs on Biomineralized Collagen","2020","Frontiers in Bioengineering and Biotechnology","","10.3389/fbioe.2020.554565","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102238343&origin=inward","Parsial","5.17","2296-4185","8",""
"31","29","N. Al-Sharabi","Osteogenic human MSC-derived extracellular vesicles regulate MSC activity and osteogenic differentiation and promote bone regeneration in a rat calvarial defect model","2024","Stem Cell Research and Therapy","","10.1186/s13287-024-03639-x","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184544927&origin=inward","Parsial","14.50","1757-6512","15","1"
"32","29","S. Lv","Hemostasis-osteogenesis integrated Janus carboxymethyl chitin/hydroxyapatite porous membrane for bone defect repair","2023","Carbohydrate Polymers","","10.1016/j.carbpol.2023.120888","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152235626&origin=inward","Parsial","9.67","0144-8617","313",""
"33","28","H. Su","A comparison of two types of electrospun chitosan membranes and a collagen membrane in vivo","2021","Dental Materials","","10.1016/j.dental.2020.10.011","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096169207&origin=inward","Ya","5.60","0109-5641","37","1"
"34","28","V. Iorio-Siciliano","Dimensional changes following alveolar ridge preservation in the posterior area using bovine-derived xenografts and collagen membrane compared to spontaneous healing: a 6-month randomized controlled clinical trial","2020","Clinical Oral Investigations","","10.1007/s00784-019-02979-w","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069733405&origin=inward","Ya","4.67","1432-6981","24","2"
"35","27","W. Chen","Harmonizing Thickness and Permeability in Bone Tissue Engineering: A Novel Silk Fibroin Membrane Inspired by Spider Silk Dynamics","2024","Advanced Materials","","10.1002/adma.202310697","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180647861&origin=inward","Parsial","13.50","0935-9648","36","13"
"36","27","K. Chen","Utilizing biodegradable alloys as guided bone regeneration (GBR) membrane: Feasibility and challenges","2022","Science China Materials","","10.1007/s40843-022-2118-3","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135312090&origin=inward","Parsial","6.75","2095-8226","65","10"
"37","26","A. Cucchi","Vertical ridge augmentation (VRA) with Ti-reinforced d-PTFE membranes or Ti meshes and collagen membranes: 1-year results of a randomized clinical trial","2021","Clinical Oral Implants Research","","10.1111/clr.13673","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092746684&origin=inward","Ya","5.20","0905-7161","32","1"
"38","26","I. Hong","Distinctive bone regeneration of calvarial defects using biphasic calcium phosphate supplemented ultraviolet-crosslinked collagen membrane","2020","Journal of Periodontal and Implant Science","","10.5051/jpis.2020.50.1.14","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081624020&origin=inward","Ya","4.33","2093-2278","50","1"
"39","25","P. Rider","Biodegradation of a Magnesium Alloy Fixation Screw Used in a Guided Bone Regeneration Model in Beagle Dogs","2022","Materials","","10.3390/ma15124111","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132786747&origin=inward","Parsial","6.25","1996-1944","15","12"
"40","25","R. Di Raimondo","Alveolar crest contour changes after guided bone regeneration using different biomaterials: an experimental in vivo investigation","2020","Clinical Oral Investigations","","10.1007/s00784-019-03092-8","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074827562&origin=inward","Parsial","4.17","1432-6981","24","7"
"41","24","X. Shi","Physical, mechanical, and biological properties of collagen membranes for guided bone regeneration: a comparative in vitro study","2023","BMC Oral Health","","10.1186/s12903-023-03223-4","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165378501&origin=inward","Ya","8.00","1472-6831","23","1"
"42","24","X. Li","A hierarchical biomimetic periosteum combined immunomodulatory and osteogenic functions for bone regeneration","2022","Composites Part B Engineering","","10.1016/j.compositesb.2022.110099","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133875930&origin=inward","Parsial","6.00","1359-8368","243",""
"43","24","S. Gulameabasse","Chorion and amnion/chorion membranes in oral and periodontal surgery: A systematic review","2021","Journal of Biomedical Materials Research Part B Applied Biomaterials","","10.1002/jbm.b.34783","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097872953&origin=inward","Parsial","4.80","1552-4973","109","8"
"44","24","F. Bornert","Comparative barrier membrane degradation over time: Pericardium versus dermal membranes","2021","Clinical and Experimental Dental Research","","10.1002/cre2.414","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105105140&origin=inward","Parsial","4.80","2057-4347","7","5"
"45","24","J.B. César Neto","The positive effect of tenting screws for primary horizontal guided bone regeneration: A retrospective study based on cone-beam computed tomography data","2020","Clinical Oral Implants Research","","10.1111/clr.13630","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087220333&origin=inward","Parsial","4.00","0905-7161","31","9"
"46","23","M. Abedi","Collagen-Based Medical Devices for Regenerative Medicine and Tissue Engineering","2024","Applied Biochemistry and Biotechnology","","10.1007/s12010-023-04793-3","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180440935&origin=inward","Parsial","11.50","0273-2289","196","8"
"47","23","J. Yang","Accelerated Bone Reconstruction by the Yoda1 Bilayer Membrane via Promotion of Osteointegration and Angiogenesis","2023","Advanced Healthcare Materials","","10.1002/adhm.202203105","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150922148&origin=inward","Parsial","7.67","2192-2640","12","18"
"48","23","Y.Z. An","Membrane fixation enhances guided bone regeneration in standardized calvarial defects: A pre-clinical study","2022","Journal of Clinical Periodontology","","10.1111/jcpe.13583","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121372831&origin=inward","Parsial","5.75","0303-6979","49","2"
"49","23","L. Steigmann","Biocompatibility and immune response of a newly developed volume-stable magnesium-based barrier membrane in combination with a PVD coating for guided bone regeneration (GBR)","2020","Biomedicines","","10.3390/biomedicines8120636","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098666848&origin=inward","Parsial","3.83","2227-9059","8","12"
"50","23","J. Fang","Tuning the immune reaction to manipulate the cell-mediated degradation of a collagen barrier membrane","2020","Acta Biomaterialia","","10.1016/j.actbio.2020.03.038","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083584339&origin=inward","Ya","3.83","1742-7061","109",""
"51","21","J.Y. Park","Effect of collagen membrane fixation on ridge volume stability and new bone formation following guided bone regeneration","2022","Journal of Clinical Periodontology","","10.1111/jcpe.13665","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131062102&origin=inward","Ya","5.25","0303-6979","49","7"
"52","21","M. Toledano-Osorio","Antibiotic-Loaded Polymeric Barrier Membranes for Guided Bone/Tissue Regeneration: A Mini-Review","2022","Polymers","","10.3390/polym14040840","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125189434&origin=inward","Parsial","5.25","2073-4360","14","4"
"53","21","I. Rexhepi","Efficacy of inorganic bovine bone combined with leukocyte and platelet-rich fibrin or collagen membranes for treating unfavorable periodontal infrabony defects: Randomized non-inferiority trial","2021","Journal of Periodontology","","10.1002/JPER.20-0305","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101751531&origin=inward","Ya","4.20","0022-3492","92","11"
"54","20","S.A.A. Aboelela","Ridge augmentation using autologous concentrated growth factors enriched bone graft matrix versus guided bone regeneration using native collagen membrane in horizontally deficient maxilla: A randomized clinical trial","2022","Clinical Implant Dentistry and Related Research","","10.1111/cid.13121","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133659166&origin=inward","Ya","5.00","1523-0899","24","5"
"55","20","J.B. Lee","Effects of hyaluronic acid and deproteinized bovine bone mineral with 10% collagen for ridge preservation in compromised extraction sockets","2021","Journal of Periodontology","","10.1002/JPER.20-0832","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100579322&origin=inward","Parsial","4.00","0022-3492","92","11"
"56","20","X. Wang","Short-Term Evaluation of Guided Bone Reconstruction with Titanium Mesh Membranes and CGF Membranes in Immediate Implantation of Anterior Maxillary Tooth","2021","Biomed Research International","","10.1155/2021/4754078","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120552573&origin=inward","Parsial","4.00","2314-6133","2021",""
"57","19","M. Furuhata","Real-time assessment of guided bone regeneration in critical size mandibular bone defects in rats using collagen membranes with adjunct fibroblast growth factor-2","2021","Journal of Dental Sciences","","10.1016/j.jds.2021.03.008","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103708024&origin=inward","Ya","3.80","1991-7902","16","4"
"58","18","A. Tai","Systematic evaluation of three porcine-derived collagen membranes for guided bone regeneration","2023","Biomaterials Translational","","10.12336/biomatertransl.2023.01.006","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164352201&origin=inward","Ya","6.00","2096-112X","4","1"
"59","18","J.S. Lee","Vertical ridge augmentation feasibility using unfixed collagen membranes and particulate bone substitutes: A 1- to 7-year retrospective single-cohort observational study","2022","Clinical Implant Dentistry and Related Research","","10.1111/cid.13084","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126911490&origin=inward","Ya","4.50","1523-0899","24","3"
"60","18","Y. Xuan","Hierarchical Intrafibrillarly Mineralized Collagen Membrane Promotes Guided Bone Regeneration and Regulates M2 Macrophage Polarization","2022","Frontiers in Bioengineering and Biotechnology","","10.3389/fbioe.2021.781268","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124551605&origin=inward","Ya","4.50","2296-4185","9",""
"61","18","R. Di Raimondo","Hard and soft tissue changes after guided bone regeneration using two different barrier membranes: an experimental in vivo investigation","2021","Clinical Oral Investigations","","10.1007/s00784-020-03537-5","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089862647&origin=inward","Parsial","3.60","1432-6981","25","4"
"62","18","I.S. Brum","Properties of a bovine collagen type I membrane for guided bone regeneration applications","2021","E Polymers","","10.1515/epoly-2021-0021","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102472668&origin=inward","Ya","3.60","1618-7229","21","1"
"63","18","C. Lyu","Ridge Alterations following Socket Preservation Using a Collagen Membrane in Dogs","2020","Biomed Research International","","10.1155/2020/1487681","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082043343&origin=inward","Ya","3.00","2314-6133","2020",""
"64","18","L. Panahipour","TGF-β activity related to the use of collagen membranes: In vitro bioassays","2020","International Journal of Molecular Sciences","","10.3390/ijms21186636","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090662928&origin=inward","Ya","3.00","1661-6596","21","18"
"65","18","J. Hartlev","Histology of augmented autogenous bone covered by a platelet-rich fibrin membrane or deproteinized bovine bone mineral and a collagen membrane: A pilot randomized controlled trial","2020","Clinical Oral Implants Research","","10.1111/clr.13605","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084546759&origin=inward","Ya","3.00","0905-7161","31","8"
"66","17","S. Saha","Collagen membrane functionalized with magnesium oxide via room-temperature atomic layer deposition promotes osteopromotive and antimicrobial properties","2023","Bioactive Materials","","10.1016/j.bioactmat.2023.07.013","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166667692&origin=inward","Ya","5.67","2452-199X","30",""
"67","17","A.M. Tanneberger","Multinucleated giant cells within the in vivo implantation bed of a collagen-based biomaterial determine its degradation pattern","2021","Clinical Oral Investigations","","10.1007/s00784-020-03373-7","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086167815&origin=inward","Parsial","3.40","1432-6981","25","3"
"68","17","B. Schaller","Effects of additional collagen in biphasic calcium phosphates: a study in a rabbit calvaria","2020","Clinical Oral Investigations","","10.1007/s00784-019-03181-8","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078604949&origin=inward","Parsial","2.83","1432-6981","24","9"
"69","17","J.J. Ahn","Evaluation of 1-ethyl-3-(3-dimethylaminopropyl) carbodiimide cross-linked collagen membranes for guided bone regeneration in beagle dogs","2020","Materials","","10.3390/ma13204599","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093949684&origin=inward","Ya","2.83","1996-1944","13","20"
"70","17","R. Kolerman","Allograft and collagen membrane augmentation procedures preserve the bone level around implants after immediate placement and restoration","2020","International Journal of Environmental Research and Public Health","","10.3390/ijerph17041133","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079334652&origin=inward","Ya","2.83","1661-7827","17","4"
"71","16","L.J.A. Heitz-Mayfield","Surgical peri-implantitis treatment with and without guided bone regeneration. A randomized controlled trial","2023","Clinical Oral Implants Research","","10.1111/clr.14116","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164169511&origin=inward","Parsial","5.33","0905-7161","34","9"
"72","16","J.Y. Park","Platelet-rich fibrin combined with a particulate bone substitute versus guided bone regeneration in the damaged extraction socket: An in vivo study","2023","Journal of Clinical Periodontology","","10.1111/jcpe.13742","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142649467&origin=inward","Parsial","5.33","0303-6979","50","3"
"73","16","M. Lazarevic","Antimicrobial and Osteogenic Effects of Collagen Membrane Decorated with Chitosan–Nano-Hydroxyapatite","2023","Biomolecules","","10.3390/biom13040579","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159453029&origin=inward","Ya","5.33","2218-273X","13","4"
"74","16","K. Chen","Novel Mg-Ca-La alloys for guided bone regeneration: Mechanical performance, stress corrosion behavior and biocompatibility","2022","Materials Today Communications","","10.1016/j.mtcomm.2022.103949","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133543425&origin=inward","Parsial","4.00","2352-4928","32",""
"75","16","J.S. Lee","Proteomic analysis of porcine-derived collagen membrane and matrix","2020","Materials","","10.3390/ma13225187","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096124240&origin=inward","Ya","2.67","1996-1944","13","22"
"76","16","E. Roca-Millan","Evaluation of bone gain and complication rates after guided bone regeneration with titanium foils: A systematic review","2020","Materials","","10.3390/ma13235346","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096711026&origin=inward","Parsial","2.67","1996-1944","13","23"
"77","16","C.F. Danieletto-Zanna","Osteopromotion Capacity of Bovine Cortical Membranes in Critical Defects of Rat Calvaria: Histological and Immunohistochemical Analysis","2020","International Journal of Biomaterials","","10.1155/2020/6426702","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081003282&origin=inward","Parsial","2.67","1687-8787","2020",""
"78","15","L.C. Quirino","Polydioxanone Membrane Compared with Collagen Membrane for Bone Regeneration","2023","Polymers","","10.3390/polym15040868","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149031256&origin=inward","Ya","5.00","2073-4360","15","4"
"79","15","J.Y. Zhang","Safety and Efficacy of Midface Augmentation Using Bio-Oss Bone Powder and Bio-Gide Collagen Membrane in Asians","2023","Journal of Clinical Medicine","","10.3390/jcm12030959","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147817398&origin=inward","Ya","5.00","2077-0383","12","3"
"80","15","S. Shanbhag","Functionalizing Collagen Membranes with MSC-Conditioned Media Promotes Guided Bone Regeneration in Rat Calvarial Defects","2023","Cells","","10.3390/cells12050767","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149805167&origin=inward","Ya","5.00","2073-4409","12","5"
"81","15","M. Wang","The influence of different guided bone regeneration procedures on the contour of bone graft after wound closure: A retrospective cohort study","2021","Materials","","10.3390/ma14030583","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100176134&origin=inward","Parsial","3.00","1996-1944","14","3"
"82","15","P. You","Acellular pericardium: A naturally hierarchical, osteoconductive, and osteoinductive biomaterial for guided bone regeneration","2021","Journal of Biomedical Materials Research Part A","","10.1002/jbm.a.37011","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097124492&origin=inward","Parsial","3.00","1549-3296","109","2"
"83","15","S. Zhang","Study on repairing canine mandibular defect with porous Mg-Sr alloy combined with Mg-Sr alloy membrane","2020","Regenerative Biomaterials","","10.1093/rb/rbz046","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089387128&origin=inward","Parsial","2.50","2056-3418","7","3"
"84","14","T. Takayama","Growth Factor Delivery Using a Collagen Membrane for Bone Tissue Regeneration","2023","Biomolecules","","10.3390/biom13050809","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160375391&origin=inward","Ya","4.67","2218-273X","13","5"
"85","14","M. Toledano-Osorio","Doxycycline-doped collagen membranes accelerate in vitro osteoblast proliferation and differentiation","2023","Journal of Periodontal Research","","10.1111/jre.13091","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145409199&origin=inward","Ya","4.67","0022-3484","58","2"
"86","14","A. Cucchi","Vertical ridge augmentation with Ti-reinforced dense polytetrafluoroethylene (d-PTFE) membranes or Ti-meshes and collagen membranes: 3-year results of a randomized clinical trial","2023","Clinical Implant Dentistry and Related Research","","10.1111/cid.13173","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146348469&origin=inward","Ya","4.67","1523-0899","25","2"
"87","14","M. Zhu","A comparative in vitro and in vivo study of porcine- and bovine-derived non-cross-linked collagen membranes","2023","Journal of Biomedical Materials Research Part B Applied Biomaterials","","10.1002/jbm.b.35174","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139508948&origin=inward","Ya","4.67","1552-4973","111","3"
