Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
82,"X. Liu","Mussel patterned with 4D biodegrading elastomer durably recruits regenerative macrophages to promote regeneration of craniofacial bone",2021,"Biomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109064766&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109064766&origin=inward",86,"2026-01-24 10:29:43","Article","10.1016/j.biomaterials.2021.120998","0142-9612",,276,,,,82,16.40,82,1,5,"","",""
82,"B. Zhang","Bio-surface coated titanium scaffolds with cancellous bone-like biomimetic structure for enhanced bone tissue regeneration",2020,"Acta Biomaterialia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088373698&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088373698&origin=inward",87,"2026-01-24 10:29:43","Article","10.1016/j.actbio.2020.07.024","1742-7061",,114,,431,448,82,13.67,82,1,6,"","",""
81,"B. Geng","Antibacterial and osteogenic carbon quantum dots for regeneration of bone defects infected with multidrug-resistant bacteria",2021,"Carbon","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113330293&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113330293&origin=inward",88,"2026-01-24 10:29:43","Article","10.1016/j.carbon.2021.08.040","0008-6223",,184,,375,385,81,16.20,81,1,5,"","",""
81,"H. Hwangbo","Bone tissue engineering via application of a collagen/hydroxyapatite 4D-printed biomimetic scaffold for spinal fusion",2021,"Applied Physics Reviews","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105437630&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105437630&origin=inward",89,"2026-01-24 10:29:43","Article","10.1063/5.0035601","1931-9401",,8,2,,,81,16.20,81,1,5,"","",""
80,"M. Chen","Constructions of ROS-responsive titanium-hydroxyapatite implant for mesenchymal stem cell recruitment in peri-implant space and bone formation in osteoporosis microenvironment",2022,"Bioactive Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125476973&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125476973&origin=inward",90,"2026-01-24 10:29:43","Article","10.1016/j.bioactmat.2022.02.006","2452-199X",,18,,56,71,80,20.00,80,1,4,"","",""
77,"X. Zhou","Three-Dimensional Printing Biologically Inspired DNA-Based Gradient Scaffolds for Cartilage Tissue Regeneration",2020,"ACS Applied Materials and Interfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088490309&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088490309&origin=inward",93,"2026-01-24 10:29:43","Article","10.1021/acsami.0c07918","1944-8244",,12,29,33219,33228,77,12.83,77,1,6,"","",""
75,"Y. Guo","Enhanced corrosion resistance and biocompatibility of polydopamine/dicalcium phosphate dihydrate/collagen composite coating on magnesium alloy for orthopedic applications",2020,"Journal of Alloys and Compounds","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074416439&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074416439&origin=inward",95,"2026-01-24 10:29:43","Article","10.1016/j.jallcom.2019.152782","0925-8388",,817,,,,75,12.50,75,1,6,"","",""
75,"Z. Geng","Nano-needle strontium-substituted apatite coating enhances osteoporotic osseointegration through promoting osteogenesis and inhibiting osteoclastogenesis",2021,"Bioactive Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092131914&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092131914&origin=inward",96,"2026-01-24 10:29:43","Article","10.1016/j.bioactmat.2020.09.024","2452-199X",,6,4,905,915,75,15.00,75,1,5,"","",""
75,"F. Flaig","Design of Functional Electrospun Scaffolds Based on Poly(glycerol sebacate) Elastomer and Poly(lactic acid) for Cardiac Tissue Engineering",2020,"ACS Biomaterials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082065001&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082065001&origin=inward",98,"2026-01-24 10:29:43","Article","10.1021/acsbiomaterials.0c00243","2373-9878",,6,4,2388,2400,75,12.50,75,1,6,"","",""
74,"M. Wu","Biomimetic mineralization of novel hydroxyethyl cellulose/soy protein isolate scaffolds promote bone regeneration in vitro and in vivo",2020,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089520403&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089520403&origin=inward",99,"2026-01-24 10:29:43","Article","10.1016/j.ijbiomac.2020.08.029","0141-8130",,162,,1627,1641,74,12.33,74,1,6,"","",""
73,"J.M. Kronenfeld","Roll-to-roll, high-resolution 3D printing of shape-specific particles",2024,"Nature","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187756563&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187756563&origin=inward",101,"2026-01-24 10:29:43","Article","10.1038/s41586-024-07061-4","0028-0836",,627,8003,306,312,73,36.50,73,1,2,"","",""
71,"Q. Gao","3D printed multi-scale scaffolds with ultrafine fibers for providing excellent biocompatibility",2020,"Materials Science and Engineering C","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073684449&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073684449&origin=inward",106,"2026-01-24 10:29:43","Article","10.1016/j.msec.2019.110269","0928-4931",,107,,,,71,11.83,71,1,6,"","",""
70,"H. Xing","Hierarchical assembly of nanostructured coating for siRNA-based dual therapy of bone regeneration and revascularization",2020,"Biomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078505370&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078505370&origin=inward",107,"2026-01-24 10:29:43","Article","10.1016/j.biomaterials.2020.119784","0142-9612",,235,,,,70,11.67,70,1,6,"","",""
70,"K.H. Cheon","Construction of tantalum/poly(ether imide) coatings on magnesium implants with both corrosion protection and osseointegration properties",2021,"Bioactive Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094621308&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094621308&origin=inward",108,"2026-01-24 10:29:43","Article","10.1016/j.bioactmat.2020.10.007","2452-199X",,6,4,1189,1200,70,14.00,70,1,5,"","",""
70,"S. Lee","Evaluation of the anti-oxidative and ROS scavenging properties of biomaterials coated with epigallocatechin gallate for tissue engineering",2021,"Acta Biomaterialia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100996559&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100996559&origin=inward",110,"2026-01-24 10:29:43","Article","10.1016/j.actbio.2021.02.005","1742-7061",,124,,166,178,70,14.00,70,1,5,"","",""
69,"B.I. Oladapo","Lattice design and 3D-printing of PEEK with Ca10(OH)(PO4)3 and in-vitro bio-composite for bone implant",2020,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091792760&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091792760&origin=inward",111,"2026-01-24 10:29:43","Article","10.1016/j.ijbiomac.2020.09.175","0141-8130",,165,,50,62,69,11.50,69,1,6,"","",""
69,"M.S. Kang","Reduced graphene oxide coating enhances osteogenic differentiation of human mesenchymal stem cells on Ti surfaces",2021,"Biomaterials Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100955929&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100955929&origin=inward",112,"2026-01-24 10:29:43","Article","10.1186/s40824-021-00205-x","2055-7124",,25,1,,,69,13.80,69,1,5,"","",""
68,"N. Su","Stem Cell Membrane-Coated Microribbon Scaffolds Induce Regenerative Innate and Adaptive Immune Responses in a Critical-Size Cranial Bone Defect Model",2023,"Advanced Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146230534&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146230534&origin=inward",113,"2026-01-24 10:29:43","Article","10.1002/adma.202208781","0935-9648",,35,10,,,68,22.67,68,1,3,"","",""
68,"S. Sahmani","Effect of magnetite nanoparticles on the biological and mechanical properties of hydroxyapatite porous scaffolds coated with ibuprofen drug",2020,"Materials Science and Engineering C","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081673320&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081673320&origin=inward",114,"2026-01-24 10:29:43","Article","10.1016/j.msec.2020.110835","0928-4931",,111,,,,68,11.33,68,1,6,"","",""
65,"A. Dridi","Mechanism of apatite formation on a poorly crystallized calcium phosphate in a simulated body fluid (SBF) at 37 °C",2021,"Journal of Physics and Chemistry of Solids","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105355996&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105355996&origin=inward",119,"2026-01-24 10:29:43","Article","10.1016/j.jpcs.2021.110122","0022-3697",,156,,,,65,13.00,65,1,5,"","",""
65,"Y. Han","A 3D printable gelatin methacryloyl/chitosan hydrogel assembled with conductive PEDOT for neural tissue engineering",2024,"Composites Part B Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183898154&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183898154&origin=inward",120,"2026-01-24 10:29:43","Article","10.1016/j.compositesb.2024.111241","1359-8368",,273,,,,65,32.50,65,1,2,"","",""
64,"A. Dubey","Antimicrobial and Biodegradable 3D Printed Scaffolds for Orthopedic Infections",2023,"ACS Biomaterials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164268182&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164268182&origin=inward",121,"2026-01-24 10:29:43","Article","10.1021/acsbiomaterials.3c00115","2373-9878",,9,7,4020,4044,64,21.33,64,1,3,"","",""
63,"E. Lebaudy","Recent Advances in Antiinflammatory Material Design",2021,"Advanced Healthcare Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092539540&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092539540&origin=inward",124,"2026-01-24 10:29:43","Article","10.1002/adhm.202001373","2192-2640",,10,1,,,63,12.60,63,1,5,"","",""
62,"S. Bahrami","Biomimetic reduced graphene oxide coated collagen scaffold for in situ bone regeneration",2021,"Scientific Reports","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113168095&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113168095&origin=inward",125,"2026-01-24 10:29:43","Article","10.1038/s41598-021-96271-1","2045-2322",,11,1,,,62,12.40,62,1,5,"","",""
60,"M. Li","Tuning the surface potential to reprogram immune microenvironment for bone regeneration",2022,"Biomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124690359&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124690359&origin=inward",127,"2026-01-24 10:29:43","Article","10.1016/j.biomaterials.2022.121408","0142-9612",,282,,,,60,15.00,60,1,4,"","",""
59,"C. Ligorio","TGF-β3-loaded graphene oxide - self-assembling peptide hybrid hydrogels as functional 3D scaffolds for the regeneration of the nucleus pulposus",2021,"Acta Biomaterialia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104347719&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104347719&origin=inward",129,"2026-01-24 10:29:43","Article","10.1016/j.actbio.2021.03.077","1742-7061",,127,,116,130,59,11.80,59,1,5,"","",""
59,"J. Park","Surface modification of a three-dimensional polycaprolactone scaffold by polydopamine, biomineralization, and BMP-2 immobilization for potential bone tissue applications",2021,"Colloids and Surfaces B Biointerfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098599121&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098599121&origin=inward",130,"2026-01-24 10:29:43","Article","10.1016/j.colsurfb.2020.111528","0927-7765",,199,,,,59,11.80,59,1,5,"","",""
59,"I.V. Fadeeva","Antibacterial and cell-friendly copper-substituted tricalcium phosphate ceramics for biomedical implant applications",2021,"Materials Science and Engineering C","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114502954&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114502954&origin=inward",131,"2026-01-24 10:29:43","Article","10.1016/j.msec.2021.112410","0928-4931",,129,,,,59,11.80,59,1,5,"","",""
58,"T. Zhou","Fabrication and Characterization of Collagen/PVA Dual-Layer Membranes for Periodontal Bone Regeneration",2021,"Frontiers in Bioengineering and Biotechnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108441500&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108441500&origin=inward",132,"2026-01-24 10:29:43","Article","10.3389/fbioe.2021.630977","2296-4185",,9,,,,58,11.60,58,1,5,"","",""
58,"P. Zhao","Surface modification of small intestine submucosa in tissue engineering",2020,"Regenerative Biomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092399383&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092399383&origin=inward",134,"2026-01-24 10:29:43","Article","10.1093/RB/RBAA014","2056-3418",,7,4,339,348,58,9.67,58,1,6,"","",""
57,"A.M. Fathi","Taking Hydroxyapatite-Coated Titanium Implants Two Steps Forward: Surface Modification Using Graphene Mesolayers and a Hydroxyapatite-Reinforced Polymeric Scaffold",2021,"ACS Biomaterials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099066044&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099066044&origin=inward",139,"2026-01-24 10:29:43","Article","10.1021/acsbiomaterials.0c01105","2373-9878",,7,1,360,372,57,11.40,57,1,5,"","",""
57,"Y. Zhang","3D gel-printed porous magnesium scaffold coated with dibasic calcium phosphate dihydrate for bone repair in vivo",2022,"Journal of Orthopaedic Translation","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123839808&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123839808&origin=inward",141,"2026-01-24 10:29:43","Article","10.1016/j.jot.2021.11.005","2214-031X",,33,,13,23,57,14.25,57,1,4,"","",""
56,"C. Cavallini","Melanin and melanin-like hybrid materials in regenerative medicine",2020,"Nanomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090655504&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090655504&origin=inward",145,"2026-01-24 10:29:43","Article","10.3390/nano10081518","2079-4991",,10,8,1,32,56,9.33,56,1,6,"","",""
55,"Y.J. Seong","Porous calcium phosphate–collagen composite microspheres for effective growth factor delivery and bone tissue regeneration",2020,"Materials Science and Engineering C","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076285589&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076285589&origin=inward",146,"2026-01-24 10:29:43","Article","10.1016/j.msec.2019.110480","0928-4931",,109,,,,55,9.17,55,1,6,"","",""
