Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"T. Liu","Precise copper ion release and recovery in polycaprolactone nanofiber scaffold: an antibacterial and osteogenic synergistic strategy for guided bone regeneration",2025,"Frontiers in Cell and Developmental Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014190949&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105014190949&origin=inward",37,"2026-01-24 10:24:32","Article","10.3389/fcell.2025.1650537","2296-634X",,13,,,,1,1.00,1,1,1,"","",""
1,"S.H. Cho","The degradation rate of electrospun diverse biodegradable polymer membranes changes with surface modification through varying the treatment time using atmospheric-pressure non-thermal plasma",2025,"European Polymer Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003914485&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105003914485&origin=inward",38,"2026-01-24 10:24:32","Article","10.1016/j.eurpolymj.2025.113966","0014-3057",,232,,,,1,1.00,1,1,1,"","",""
1,"C. Vallecillo","In Vitro Degradation of Collagen-Based Membranes for Guided Bone Regeneration After Zn-Ions or Doxycycline Functionalization",2024,"Polymers","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210261006&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210261006&origin=inward",39,"2026-01-24 10:24:32","Article","10.3390/polym16223109","2073-4360",,16,22,,,1,0.50,1,1,2,"","",""
1,"H.W. An","Surface characteristics and in vitro biocompatibility of surface-modified titanium foils as a regenerative barrier membrane for guided bone regeneration",2023,"Journal of Biomaterials Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139473288&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139473288&origin=inward",40,"2026-01-24 10:24:32","Article","10.1177/08853282221132351","0885-3282",,37,7,1228,1242,1,0.33,1,1,3,"","",""
1,"R. Zhang","Mechanical and suture-holding properties of a UV-cured atelocollagen membrane with varied crosslinked architecture",2024,"Biomedical Materials Bristol","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208204870&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208204870&origin=inward",41,"2026-01-24 10:24:32","Article","10.1088/1748-605X/ad8828","1748-6041",,19,6,,,1,0.50,1,1,2,"","",""
1,"A. Sierakowska-Byczek","Preparation and Characterization of Novel Nanofibrous Composites Prepared by Electrospinning as Multifunctional Platforms for Guided Bone Regeneration Procedures",2025,"Applied Sciences Switzerland","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000548935&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=86000548935&origin=inward",43,"2026-01-24 10:24:32","Article","10.3390/app15052578","2076-3417",,15,5,,,1,1.00,1,1,1,"","",""
1,"H. Akçay","The effect of atmospheric pressure cold plasma application on titanium barriers: a vertical bone augmentation",2020,"Journal of Craniofacial Surgery","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092680101&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092680101&origin=inward",44,"2026-01-24 10:24:32","Article","10.1097/SCS.0000000000006643","1049-2275",,31,7,2054,2058,1,0.17,1,1,6,"","",""
0,"Z. Shen","Enhanced Osteogenic Activity of a Titanium Mesh Modified with Magnesium-Doped Nanowires for Peri-Implant Guided Bone Regeneration: In Vitro and In Vivo",2025,"ACS Biomaterials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105002403503&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105002403503&origin=inward",45,"2026-01-24 10:24:32","Article","10.1021/acsbiomaterials.4c01854","2373-9878",,11,5,2664,2676,0,0.00,0,1,1,"","",""
0,"A.Q. Gu","Application and modification of collagen membrane in guided bone regeneration techniques",2023,"China Journal of Oral and Maxillofacial Surgery","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210924777&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210924777&origin=inward",47,"2026-01-24 10:24:32","Article","10.19438/j.cjoms.2023.06.014","1672-3244",,21,6,615,620,0,0.00,0,1,3,"","",""
0,"C. Li","Characterization and biocompatibility evaluation of a Ti@HA-GO@IL-4 bioactive composite coating for guided bone regeneration in dental implant applications",2025,"BMC Oral Health","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105021326409&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105021326409&origin=inward",50,"2026-01-24 10:24:32","Article","10.1186/s12903-025-06999-9","1472-6831",,25,1,,,0,0.00,0,1,1,"","",""
0,"H. Zhao","Bionic design, preparation and clinical translation of oral hard tissue restorative materials",2024,"Journal of Peking University Health Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184411843&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85184411843&origin=inward",53,"2026-01-24 10:24:32","Article","10.19723/j.issn.1671-167X.2024.01.002","1671-167X",,56,1,4,8,0,0.00,0,1,2,"","",""
4,"M.K. Alam","Editorial: Recent advancements in the dental biomaterials applied in various diagnostic, restorative, regenerative, and therapeutic procedures",2023,"Frontiers in Bioengineering and Biotechnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146847490&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146847490&origin=inward",29,"2026-01-24 10:24:32","Editorial","10.3389/fbioe.2022.1116208","2296-4185",,10,,,,4,1.33,4,1,3,"","",""
0,"D. Jiang","Editorial: Metallic biomaterials for medical applications - volume II",2025,"Frontiers in Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026772996&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105026772996&origin=inward",46,"2026-01-24 10:24:32","Editorial","10.3389/fmats.2025.1756188","2296-8016",,12,,,,0,0.00,0,1,1,"","",""
127,"D. Xia","Research status of biodegradable metals designed for oral and maxillofacial applications: A review",2021,"Bioactive Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108583172&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108583172&origin=inward",1,"2026-01-24 10:24:32","Review","10.1016/j.bioactmat.2021.01.011","2452-199X",,6,11,4186,4208,127,25.40,127,1,5,"","",""
68,"M. Laubach","Biodegradable interbody cages for lumbar spine fusion: Current concepts and future directions",2022,"Biomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136303181&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136303181&origin=inward",2,"2026-01-24 10:24:32","Review","10.1016/j.biomaterials.2022.121699","0142-9612",,288,,,,68,17.00,68,1,4,"","",""
45,"K. Kim","Guided Bone Regeneration Using Barrier Membrane in Dental Applications",2023,"ACS Biomaterials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171734032&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171734032&origin=inward",3,"2026-01-24 10:24:32","Review","10.1021/acsbiomaterials.3c00690","2373-9878",,9,10,5457,5478,45,15.00,45,1,3,"","",""
35,"S.E. Alavi","Resorbable GBR Scaffolds in Oral and Maxillofacial Tissue Engineering: Design, Fabrication, and Applications",2023,"Journal of Clinical Medicine","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178103059&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178103059&origin=inward",8,"2026-01-24 10:24:32","Review","10.3390/jcm12226962","2077-0383",,12,22,,,35,11.67,35,1,3,"","",""
31,"P. Pesode","Surface Modification of Biodegradable Zinc Alloy for Biomedical Applications",2023,"Bionanoscience","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161997185&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85161997185&origin=inward",9,"2026-01-24 10:24:32","Review","10.1007/s12668-023-01139-5","2191-1630",,13,4,1381,1398,31,10.33,31,1,3,"","",""
29,"B. Shiroud Heidari","Emerging materials and technologies for advancing bioresorbable surgical meshes",2024,"Acta Biomaterialia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196945339&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196945339&origin=inward",11,"2026-01-24 10:24:32","Review","10.1016/j.actbio.2024.06.012","1742-7061",,184,,1,21,29,14.50,29,1,2,"","",""
27,"K. Chen","Utilizing biodegradable alloys as guided bone regeneration (GBR) membrane: Feasibility and challenges",2022,"Science China Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135312090&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135312090&origin=inward",13,"2026-01-24 10:24:32","Review","10.1007/s40843-022-2118-3","2095-8226",,65,10,2627,2646,27,6.75,27,1,4,"","",""
8,"J.Y. Kim","Various Coated Barrier Membranes for Better Guided Bone Regeneration: A Review",2022,"Coatings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137397779&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137397779&origin=inward",22,"2026-01-24 10:24:32","Review","10.3390/coatings12081059","2079-6412",,12,8,,,8,2.00,8,1,4,"","",""
2,"K. Chen","Biodegradable Zinc-Based Alloys for Guided Bone Regeneration Membranes: Feasibility, Current Status, and Future Prospects",2025,"Advanced Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105016261194&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105016261194&origin=inward",35,"2026-01-24 10:24:32","Review","10.1002/advs.202506513","2198-3844",,12,40,,,2,2.00,2,1,1,"","",""
1,"M. Golrokhian","Recent advances and clinical potential of hyaluronic acid methacrylate (HAMA)/ceramic composites in oral and dental regenerative therapies: A comprehensive review",2025,"Biomedicine and Pharmacotherapy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105016588061&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105016588061&origin=inward",42,"2026-01-24 10:24:32","Review","10.1016/j.biopha.2025.118590","0753-3322",,192,,,,1,1.00,1,1,1,"","",""
0,"Z. Zheng","Silk fibroin nanofibers for infectious bone defect repair: From structural functionalization to immune-regenerative translation",2026,"Colloids and Surfaces B Biointerfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105020778888&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105020778888&origin=inward",48,"2026-01-24 10:24:32","Review","10.1016/j.colsurfb.2025.115223","0927-7765",,258,,,,0,0.00,0,1,1,"","",""
0,"Y.J. Cho","Evaluating the Clinical Efficacy of Membrane-Assisted Regenerative Therapy in Peri-Implantitis Management: A Comprehensive Review Incorporating Systematic Review Evidence",2025,"Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105023056460&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105023056460&origin=inward",49,"2026-01-24 10:24:32","Review","10.3390/ma18225227","1996-1944",,18,22,,,0,0.00,0,1,1,"","",""
0,"W. Du","Harnessing and Optimizing α-TCP for Oral Tissue Engineering and Regenerative Dentistry",2026,"International Dental Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024336099&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105024336099&origin=inward",51,"2026-01-24 10:24:32","Review","10.1016/j.identj.2025.109288","0020-6539",,76,1,,,0,0.00,0,1,1,"","",""
0,"Z.Q. Ren","Current status and prospects of research on medical magnesium alloys and devices",2025,"Scientia Sinica Technologica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003974987&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105003974987&origin=inward",52,"2026-01-24 10:24:32","Review","10.1360/SST-2024-0234","1674-7259",,55,4,575,598,0,0.00,0,1,1,"","",""
0,"Mohammad Khursheed Alam, Kumar Chandan Srivastava, Mohd Fadhli Khamis, Adam Husein","Editorial: Recent advancements in the dental biomaterials applied in various diagnostic, restorative, regenerative, and therapeutic procedures",2022,"Frontiers in bioengineering and biotechnology","","","",23,"2026-01-24 10:24:14","Editorial","10.3389/fbioe.2022.1116208","2296-4185",,10,,1116208,,0,0.00,0,4,4,"","",""
0,"Cristian Balducci, Paola Brun, Chiara Giulia Fontanella, Andrea Vogliardi, Francesco Lanero, Chiara Maria Morini, Monica Dettin, Annj Zamuner","Optimizing non-crosslinked type I collagen barrier membranes for guided bone regeneration: a comparative study of a BMP-2 derived peptide adsorption and covalent grafting",2026,"Biomedical materials (Bristol, England)","","","",1,"2026-01-24 10:24:14","Journal Article","10.1088/1748-605X/ae3af3","1748-605X",,,,,,0,0.00,0,8,1,"Oral diseases like periodontitis and tooth loss affect billions worldwide, causing alveolar bone resorption and complicating implant placement and bone regeneration. Guided Bone Regeneration (GBR) addresses these defects using barrier membranes that block soft tissue infiltration and promote bone growth. CollaTape®, a type I bovine collagen membrane, is widely used for its biocompatibility and resorbability, though its bioactivity and antibacterial properties could be improved. This study compares two functionalization methods for enhancing CollaTape® membranes: adsorption of GBMP1α peptide (a BMP-2 biomimetic) and covalent anchoring of its analogue Aoa-GBMP1α. Both functionalizations were performed at concentrations of 0.25, 0.5, 1, and 1.5 mg/mL. Optimal conditions were selected basing on osteoblast mineralization assays and resulted to be 0.25 mg/mL for adsorption and 1.5 mg/mL for covalent binding. Peptide surface density analysis revealed values of 0.040 μmol/cm² for adsorption and 0.278 μmol/cm² for covalent anchoring. Biological assays assessed mineralization, proliferation, and gene expression (SPP1, RUNX2) in human osteoblasts, and antibacterial activity against S. aureus and E. coli. All functionalized membranes improved osteoblast activity, with adsorption showing superior results. Antibacterial tests showed slight but significant reductions in bacterial colonies, especially for adsorption. Additional mechanical tests via unconfined compression were performed to evaluate the effect of functionalization on the membranes' mechanical properties. These tests confirmed that neither functionalization method compromised the stiffness of the membrane, a critical parameter in clinical applications. Overall, peptide adsorption is a simple and clinically adaptable strategy to enhance CollaTape®'s bioactivity and antibacterial properties while maintaining their original mechanical properties.&#xD.","",""
