Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
45,"T. Baygar","Characterization of silk sutures coated with propolis and biogenic silver nanoparticles (AgNPs); an eco-friendly solution with wound healing potential against surgical site infections (SSIs)",2020,"Turkish Journal of Medical Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079342082&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079342082&origin=inward",27,"2026-01-24 10:15:08","Article","10.3906/sag-1906-48","1300-0144",,50,1,258,266,45,7.50,45,1,6,"","",""
44,"E. Amalia","Water-soluble propolis and bee pollen of Trigona spp. From South Sulawesi Indonesia induce apoptosis in the human breast cancer MCF-7 cell line",2020,"Oncology Letters","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091910716&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091910716&origin=inward",28,"2026-01-24 10:15:08","Article","10.3892/ol.2020.12137","1792-1074",,20,5,,,44,7.33,44,1,6,"","",""
44,"S. Ulag","Propolis-based nanofiber patches to repair corneal microbial keratitis",2021,"Molecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105177764&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105177764&origin=inward",29,"2026-01-24 10:15:08","Article","10.3390/molecules26092577","1420-3049",,26,9,,,44,8.80,44,1,5,"","",""
38,"S. Afrasiabi","Propolis nanoparticle enhances the potency of antimicrobial photodynamic therapy against Streptococcus mutans in a synergistic manner",2020,"Scientific Reports","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091414049&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091414049&origin=inward",36,"2026-01-24 10:15:08","Article","10.1038/s41598-020-72119-y","2045-2322",,10,1,,,38,6.33,38,1,6,"","",""
36,"A.S. Abdelsattar","The Promising Antibacterial and Anticancer Activity of Green Synthesized Zinc Nanoparticles in Combination with Silver and Gold Nanoparticles",2023,"Journal of Inorganic and Organometallic Polymers and Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151397447&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151397447&origin=inward",37,"2026-01-24 10:15:08","Article","10.1007/s10904-023-02614-y","1574-1443",,33,7,1868,1881,36,12.00,36,1,3,"","",""
36,"A.S. Abdelsattar","The synergistic effect of biosynthesized silver nanoparticles and phage zcse2 as a novel approach to combat multidrug-resistant salmonella enterica",2021,"Antibiotics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108514091&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108514091&origin=inward",38,"2026-01-24 10:15:08","Article","10.3390/antibiotics10060678","2079-6382",,10,6,,,36,7.20,36,1,5,"","",""
35,"P. Du","In vivo and in vitro studies of a propolis-enriched silk fibroin-gelatin composite nanofiber wound dressing",2023,"Heliyon","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148753249&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148753249&origin=inward",39,"2026-01-24 10:15:08","Article","10.1016/j.heliyon.2023.e13506","2405-8440",,9,3,,,35,11.67,35,1,3,"","",""
35,"B. Kischkel","Silver nanoparticles stabilized with propolis show reduced toxicity and potential activity against fungal infections",2020,"Future Microbiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087111191&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087111191&origin=inward",40,"2026-01-24 10:15:08","Article","10.2217/fmb-2019-0173","1746-0913",,15,7,521,539,35,5.83,35,1,6,"","",""
34,"M. Davoudabadi","Wound healing and antibacterial capability of electrospun polyurethane nanofibers incorporating Calendula officinalis and Propolis extracts",2023,"Journal of Biomaterials Science Polymer Edition","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147515779&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147515779&origin=inward",42,"2026-01-24 10:15:08","Article","10.1080/09205063.2023.2170138","0920-5063",,34,11,1491,1516,34,11.33,34,1,3,"","",""
33,"J. Yuan","Anti-Biofilm Activities of Chinese Poplar Propolis Essential Oil against Streptococcus mutans",2022,"Nutrients","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136630929&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136630929&origin=inward",43,"2026-01-24 10:15:08","Article","10.3390/nu14163290","2072-6643",,14,16,,,33,8.25,33,1,4,"","",""
33,"O.M. Ionescu","Design, preparation and in vitro characterization of biomimetic and bioactive chitosan/polyethylene oxide based nanofibers as wound dressings",2021,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118572856&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118572856&origin=inward",44,"2026-01-24 10:15:08","Article","10.1016/j.ijbiomac.2021.10.166","0141-8130",,193,,996,1008,33,6.60,33,1,5,"","",""
33,"S.M. Sharaf","Deacetylated cellulose acetate nanofibrous dressing loaded with chitosan/propolis nanoparticles for the effective treatment of burn wounds",2021,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120171396&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120171396&origin=inward",46,"2026-01-24 10:15:08","Article","10.1016/j.ijbiomac.2021.11.034","0141-8130",,193,,2029,2037,33,6.60,33,1,5,"","",""
32,"J. Shabbir","Effect of Chinese propolis as an intracanal medicament on post-operative endodontic pain: A double-blind randomized controlled trial",2020,"International Journal of Environmental Research and Public Health","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077853469&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077853469&origin=inward",47,"2026-01-24 10:15:08","Article","10.3390/ijerph17020445","1661-7827",,17,2,,,32,5.33,32,1,6,"","",""
32,"M.T. Hamed","Novel Synthesis of Titanium Oxide Nanoparticles: Biological Activity and Acute Toxicity Study",2021,"Bioinorganic Chemistry and Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113792620&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113792620&origin=inward",48,"2026-01-24 10:15:08","Article","10.1155/2021/8171786","1565-3633",,2021,,,,32,6.40,32,1,5,"","",""
32,"A. Salehi","Almond gum-sodium caseinate complexes for loading propolis extract: Characterization, antibacterial activity, release, and in-vitro cytotoxicity",2023,"Food Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141245631&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141245631&origin=inward",50,"2026-01-24 10:15:08","Article","10.1016/j.foodchem.2022.134801","0308-8146",,405,,,,32,10.67,32,1,3,"","",""
27,"M. Sahlan","The cytotoxic and anti-inflammatory potential of Tetragonula sapiens propolis from Sulawesi on raw 264.7 cell lines",2021,"Journal of King Saud University Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099262059&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099262059&origin=inward",52,"2026-01-24 10:15:08","Article","10.1016/j.jksus.2020.101314","1018-3647",,33,2,,,27,5.40,27,1,5,"","",""
26,"K. Su","One-Step Synthesis of Hydrogel Adhesive with Acid-Responsive Tannin Release for Diabetic Oral Mucosa Defects Healing",2024,"Advanced Healthcare Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183608842&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183608842&origin=inward",54,"2026-01-24 10:15:08","Article","10.1002/adhm.202303252","2192-2640",,13,9,,,26,13.00,26,1,2,"","",""
26,"R. Sevinç-Özakar","Nanoemulsion-Based Hydrogels and Organogels Containing Propolis and Dexpanthenol: Preparation, Characterization, and Comparative Evaluation of Stability, Antimicrobial, and Cytotoxic Properties",2022,"Gels","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138671308&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138671308&origin=inward",56,"2026-01-24 10:15:08","Article","10.3390/gels8090578","2310-2861",,8,9,,,26,6.50,26,1,4,"","",""
25,"N. Rezk","New formula of the green synthesised Au@Ag core@shell nanoparticles using propolis extract presented high antibacterial and anticancer activity",2022,"AMB Express","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136514225&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136514225&origin=inward",58,"2026-01-24 10:15:08","Article","10.1186/s13568-022-01450-6","2191-0855",,12,1,,,25,6.25,25,1,4,"","",""
25,"M. Tang","Flavonoid extract from propolis alleviates periodontitis by boosting periodontium regeneration and inflammation resolution via regulating TLR4/MyD88/NF-κB and RANK/NF-κB pathway",2024,"Journal of Ethnopharmacology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174466977&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174466977&origin=inward",59,"2026-01-24 10:15:08","Article","10.1016/j.jep.2023.117324","0378-8741",,319,,,,25,12.50,25,1,2,"","",""
24,"F. Majdi","Active packaging coating based on Lepidium sativum seed mucilage and propolis extract: Preparation, characterization, application and modeling the preservation of buffalo meat",2024,"Plos One","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206002319&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206002319&origin=inward",60,"2026-01-24 10:15:08","Article","10.1371/journal.pone.0311802","1932-6203",,19,10,,,24,12.00,24,1,2,"","",""
23,"A.N. Tamfu","A new isoflavonol and other constituents from Cameroonian propolis and evaluation of their anti-inflammatory, antifungal and antioxidant potential",2020,"Saudi Journal of Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082797976&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082797976&origin=inward",62,"2026-01-24 10:15:08","Article","10.1016/j.sjbs.2019.11.035","1319-562X",,27,6,1659,1666,23,3.83,23,1,6,"","",""
22,"V.T.K. Oanh","New dihydrochromene and xanthone derivatives from Lisotrigona furva propolis",2021,"Fitoterapia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099397137&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099397137&origin=inward",64,"2026-01-24 10:15:08","Article","10.1016/j.fitote.2020.104821","0367-326X",,149,,,,22,4.40,22,1,5,"","",""
22,"N.P. Silva-Beltrán","Comparison of the biological potential and chemical composition of brazilian and mexican propolis",2021,"Applied Sciences Switzerland","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120754453&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120754453&origin=inward",65,"2026-01-24 10:15:08","Article","10.3390/app112311417","2076-3417",,11,23,,,22,4.40,22,1,5,"","",""
22,"T.M. Valverde","Anti-Inflammatory, Antimicrobial, Antioxidant and Photoprotective Investigation of Red Propolis Extract as Sunscreen Formulation in Polawax Cream",2023,"International Journal of Molecular Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151112745&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151112745&origin=inward",66,"2026-01-24 10:15:08","Article","10.3390/ijms24065112","1661-6596",,24,6,,,22,7.33,22,1,3,"","",""
22,"F. Asgharpour","Applying GC-MS analysis to identify chemical composition of Iranian propolis prepared with different solvent and evaluation of its biological activity",2020,"Caspian Journal of Internal Medicine","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085702756&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085702756&origin=inward",67,"2026-01-24 10:15:08","Article","10.22088/cjim.11.2.191","2008-6164",,11,2,191,198,22,3.67,22,1,6,"","",""
22,"V.P. Ribeiro","Phytochemical, Antiplasmodial, Cytotoxic and Antimicrobial Evaluation of a Southeast Brazilian Brown Propolis Produced by Apis mellifera Bees",2021,"Chemistry and Biodiversity","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111332157&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111332157&origin=inward",68,"2026-01-24 10:15:08","Article","10.1002/cbdv.202100288","1612-1872",,18,9,,,22,4.40,22,1,5,"","",""
22,"A.S. Abdelsattar","Enhancement of wound healing via topical application of natural products: In vitro and in vivo evaluations",2022,"Arabian Journal of Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127496729&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127496729&origin=inward",69,"2026-01-24 10:15:08","Article","10.1016/j.arabjc.2022.103869","1878-5352",,15,6,,,22,5.50,22,1,4,"","",""
21,"S. Islam","Antibacterial potential of Propolis: molecular docking, simulation and toxicity analysis",2024,"AMB Express","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198743676&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198743676&origin=inward",71,"2026-01-24 10:15:08","Article","10.1186/s13568-024-01741-0","2191-0855",,14,1,,,21,10.50,21,1,2,"","",""
21,"I.A. Justino","Brazilian red propolis extract free and encapsulated into polymeric nanoparticles against ovarian cancer: formulation, characterisation and biological assays in 2D and 3D models",2023,"Journal of Pharmacy and Pharmacology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161571859&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85161571859&origin=inward",72,"2026-01-24 10:15:08","Article","10.1093/jpp/rgad030","0022-3573",,75,6,806,818,21,7.00,21,1,3,"","",""
21,"K. Stefanowska","Chitosan-based films with nanocellulose and propolis as active packaging materials",2024,"Industrial Crops and Products","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198009942&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198009942&origin=inward",73,"2026-01-24 10:15:08","Article","10.1016/j.indcrop.2024.119112","0926-6690",,219,,,,21,10.50,21,1,2,"","",""
21,"F. Jaberifard","A self-healing crosslinked-xanthan gum/soy protein based film containing halloysite nanotube and propolis with antibacterial and antioxidant activity for wound healing",2024,"International Journal of Pharmaceutics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189771718&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189771718&origin=inward",74,"2026-01-24 10:15:08","Article","10.1016/j.ijpharm.2024.124073","0378-5173",,656,,,,21,10.50,21,1,2,"","",""
20,"B. Afra","Preparation, statistical optimization, in vitro characterization, and in vivo pharmacological evaluation of solid lipid nanoparticles encapsulating propolis flavonoids: a novel treatment for skin edema",2020,"Drug Development and Industrial Pharmacy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087169906&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087169906&origin=inward",77,"2026-01-24 10:15:08","Article","10.1080/03639045.2020.1779286","0363-9045",,46,7,1163,1176,20,3.33,20,1,6,"","",""
20,"I.H.C.D. Meneses","In Vivo Biocompatibility, Mechanical, and Antibacterial Properties of Cements Modified with Propolis in Different Concentrations",2020,"European Journal of Dentistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081929986&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081929986&origin=inward",78,"2026-01-24 10:15:08","Article","10.1055/s-0040-1702255","1305-7456",,14,1,77,84,20,3.33,20,1,6,"","",""
20,"V.P. Ribeiro","Brazilian southeast brown propolis: gas chromatography method development for its volatile oil analysis, its antimicrobial and leishmanicidal activities evaluation",2021,"Phytochemical Analysis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090476641&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090476641&origin=inward",79,"2026-01-24 10:15:08","Article","10.1002/pca.2988","0958-0344",,32,3,404,411,20,4.00,20,1,5,"","",""
20,"M. Yazdanian","Chemical Characterization and Cytotoxic/Antibacterial Effects of Nine Iranian Propolis Extracts on Human Fibroblast Cells and Oral Bacteria",2022,"Biomed Research International","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128386301&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128386301&origin=inward",80,"2026-01-24 10:15:08","Article","10.1155/2022/6574997","2314-6133",,2022,,,,20,5.00,20,1,4,"","",""
19,"S. Yang","Small molecule compounds, a novel strategy against streptococcus mutans",2021,"Pathogens","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120804881&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120804881&origin=inward",81,"2026-01-24 10:15:08","Article","10.3390/pathogens10121540","2076-0817",,10,12,,,19,3.80,19,1,5,"","",""
19,"M. Franchin","Food-grade delivery systems of Brazilian propolis from Apis mellifera: From chemical composition to bioactivities in vivo",2024,"Food Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171599789&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171599789&origin=inward",82,"2026-01-24 10:15:08","Article","10.1016/j.foodchem.2023.137175","0308-8146",,432,,,,19,9.50,19,1,2,"","",""
19,"N. Ecem Bayram","Effects of processing methods and extraction solvents on the chemical content and bioactive properties of propolis",2020,"Journal of Food Measurement and Characterization","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076302949&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076302949&origin=inward",84,"2026-01-24 10:15:08","Article","10.1007/s11694-019-00340-z","2193-4126",,14,2,905,916,19,3.17,19,1,6,"","",""
19,"G. Gajek","Antagonistic effects of CAPE (a component of propolis) on the cytotoxicity and genotoxicity of irinotecan and SN38 in human gastrointestinal cancer cells in vitro",2020,"Molecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079080504&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079080504&origin=inward",85,"2026-01-24 10:15:08","Article","10.3390/molecules25030658","1420-3049",,25,3,,,19,3.17,19,1,6,"","",""
19,"J. Widelski","The Antimicrobial Properties of Poplar and Aspen–Poplar Propolises and Their Active Components against Selected Microorganisms, Including Helicobacter pylori",2022,"Pathogens","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124003466&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124003466&origin=inward",86,"2026-01-24 10:15:08","Article","10.3390/pathogens11020191","2076-0817",,11,2,,,19,4.75,19,1,4,"","",""
