Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
64,"M. Shi","An electroporation strategy to synthesize the membrane-coated nanoparticles for enhanced anti-inflammation therapy in bone infection",2021,"Theranostics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098650810&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098650810&origin=inward",11,"2026-01-24 10:38:23","Article","10.7150/thno.48407","1838-7640",,11,5,2349,2363,64,12.80,64,1,5,"","",""
63,"S. Sakarkar","Evaluation of polyvinyl alcohol (PVA) loading in the PVA/titanium dioxide (TiO2) thin film coating on polyvinylidene fluoride (PVDF) membrane for the removal of textile dyes",2020,"Chemosphere","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085344404&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085344404&origin=inward",12,"2026-01-24 10:38:23","Article","10.1016/j.chemosphere.2020.127144","0045-6535",,257,,,,63,10.50,63,1,6,"","",""
59,"V. Vatanpour","Surface modification of polyvinylidene fluoride membranes with ZIF-8 nanoparticles layer using interfacial method for BSA separation and dye removal",2020,"Materials Chemistry and Physics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074726968&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074726968&origin=inward",13,"2026-01-24 10:38:23","Article","10.1016/j.matchemphys.2019.122400","0254-0584",,241,,,,59,9.83,59,1,6,"","",""
59,"B. Allan","Collagen membrane for guided bone regeneration in dental and orthopedic applications",2021,"Tissue Engineering Part A","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102879462&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102879462&origin=inward",14,"2026-01-24 10:38:23","Article","10.1089/ten.tea.2020.0140","1937-3341",,27,5,372,381,59,11.80,59,1,5,"","",""
56,"S.S. Marzouk","Preparation of TiO2/SiO2 ceramic membranes via dip coating for the treatment of produced water",2021,"Chemosphere","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099627264&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099627264&origin=inward",15,"2026-01-24 10:38:23","Article","10.1016/j.chemosphere.2021.129684","0045-6535",,273,,,,56,11.20,56,1,5,"","",""
53,"J. Wang","Dopamine triggered one step polymerization and codeposition of reactive surfactant on PES membrane surface for antifouling modification",2020,"Separation and Purification Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085639023&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085639023&origin=inward",16,"2026-01-24 10:38:23","Article","10.1016/j.seppur.2020.117148","1383-5866",,249,,,,53,8.83,53,1,6,"","",""
52,"Z. Xie","Optimization of catalyst-coated membranes for enhancing performance in proton exchange membrane electrolyzer cells",2021,"International Journal of Hydrogen Energy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094596788&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094596788&origin=inward",17,"2026-01-24 10:38:23","Article","10.1016/j.ijhydene.2020.09.239","0360-3199",,46,1,1155,1162,52,10.40,52,1,5,"","",""
51,"H. Zeng","Green glycerol tailored composite membranes with boosted nanofiltration performance",2022,"Journal of Membrane Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139276824&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139276824&origin=inward",18,"2026-01-24 10:38:23","Article","10.1016/j.memsci.2022.121064","0376-7388",,663,,,,51,12.75,51,1,4,"","",""
51,"Y. Feng","Biomimetic Lamellar Chitosan Scaffold for Soft Gingival Tissue Regeneration",2021,"Advanced Functional Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111646762&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111646762&origin=inward",19,"2026-01-24 10:38:23","Article","10.1002/adfm.202105348","1616-301X",,31,43,,,51,10.20,51,1,5,"","",""
49,"Y. Wu","Optimizing the bio-degradability and biocompatibility of a biogenic collagen membrane through cross-linking and zinc-doped hydroxyapatite",2022,"Acta Biomaterialia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125894070&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125894070&origin=inward",20,"2026-01-24 10:38:23","Article","10.1016/j.actbio.2022.02.004","1742-7061",,143,,159,172,49,12.25,49,1,4,"","",""
48,"A. Aguilar-Sanchez","Charged ultrafiltration membranes based on TEMPO-oxidized cellulose nanofibrils/poly(vinyl alcohol) antifouling coating",2021,"Rsc Advances","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100863855&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100863855&origin=inward",21,"2026-01-24 10:38:23","Article","10.1039/d0ra10220b","2046-2069",,11,12,6859,6868,48,9.60,48,1,5,"","",""
45,"A. Caprì","Anion Exchange Membrane Water Electrolysis Based on Nickel Ferrite Catalysts",2023,"Chemelectrochem","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143811523&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143811523&origin=inward",22,"2026-01-24 10:38:23","Article","10.1002/celc.202201056","2196-0216",,10,1,,,45,15.00,45,1,3,"","",""
42,"A. Martinez-Lazaro","NiFe2O4 hierarchical nanoparticles as electrocatalyst for anion exchange membrane water electrolysis",2023,"Journal of Power Sources","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142763094&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142763094&origin=inward",23,"2026-01-24 10:38:23","Article","10.1016/j.jpowsour.2022.232417","0378-7753",,556,,,,42,14.00,42,1,3,"","",""
41,"Y. Wang","Hydrophilic PVDF membrane with versatile surface functions fabricated via cellulose molecular coating",2021,"Journal of Membrane Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114994060&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114994060&origin=inward",24,"2026-01-24 10:38:23","Article","10.1016/j.memsci.2021.119817","0376-7388",,640,,,,41,8.20,41,1,5,"","",""
41,"U. Baig","Rapid fabrication of textured membrane with super-wettability using simple spray-coating of Pd-doped WO3 nanoparticles for efficient oil-water separation",2021,"Colloids and Surfaces A Physicochemical and Engineering Aspects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092317958&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092317958&origin=inward",25,"2026-01-24 10:38:23","Article","10.1016/j.colsurfa.2020.125643","0927-7757",,609,,,,41,8.20,41,1,5,"","",""
40,"U. Baig","Oil-water separation using surface engineered superhydrophobic and superoleophilic membrane for the production of clean water",2022,"Journal of Water Process Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121229284&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121229284&origin=inward",26,"2026-01-24 10:38:23","Article","10.1016/j.jwpe.2021.102473","2214-7144",,45,,,,40,10.00,40,1,4,"","",""
40,"N. Mohammad","Enhancement of removal efficiency of heavy metal ions by polyaniline deposition on electrospun polyacrylonitrile membranes",2021,"Water Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109004715&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109004715&origin=inward",27,"2026-01-24 10:38:23","Article","10.1016/j.wse.2021.06.004","1674-2370",,14,2,129,138,40,8.00,40,1,5,"","",""
39,"J. Xing","Preparation of Multipurpose Polyvinylidene Fluoride Membranes via a Spray-Coating Strategy Using Waterborne Polymers",2021,"ACS Applied Materials and Interfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099980361&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099980361&origin=inward",28,"2026-01-24 10:38:23","Article","10.1021/acsami.0c18788","1944-8244",,13,3,4485,4498,39,7.80,39,1,5,"","",""
39,"C. Wang","Effect of Carbon Support Characteristics on Fuel Cell Durability in Accelerated Stress Testing",2021,"Journal of the Electrochemical Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105762004&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105762004&origin=inward",29,"2026-01-24 10:38:23","Article","10.1149/1945-7111/abf265","0013-4651",,168,4,,,39,7.80,39,1,5,"","",""
39,"Y. Pei","Liquid-exfoliated mesostructured collagen from the bovine achilles tendon as building blocks of collagen membranes",2021,"ACS Applied Materials and Interfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099640454&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099640454&origin=inward",30,"2026-01-24 10:38:23","Article","10.1021/acsami.0c20330","1944-8244",,13,2,3186,3198,39,7.80,39,1,5,"","",""
38,"B. Haider","Highly permeable innovative PDMS coated polyethersulfone membranes embedded with activated carbon for gas separation",2020,"Journal of Natural Gas Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087792518&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087792518&origin=inward",31,"2026-01-24 10:38:23","Article","10.1016/j.jngse.2020.103406","1875-5100",,81,,,,38,6.33,38,1,6,"","",""
35,"Z. Turtayeva","Manufacturing catalyst-coated membranes by ultrasonic spray deposition for PEMFC: Identification of key parameters and their impact on PEMFC performance",2022,"International Journal of Hydrogen Energy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128229644&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128229644&origin=inward",32,"2026-01-24 10:38:23","Article","10.1016/j.ijhydene.2022.03.043","0360-3199",,47,36,16165,16178,35,8.75,35,1,4,"","",""
35,"S. Saska","Polydioxanone-based membranes for bone regeneration",2021,"Polymers","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107152703&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107152703&origin=inward",33,"2026-01-24 10:38:23","Article","10.3390/polym13111685","2073-4360",,13,11,,,35,7.00,35,1,5,"","",""
35,"Y.O. Raji","Wettability improvement of ceramic membrane by intercalating nano-Al2O3 for oil and water separation",2021,"Surfaces and Interfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107859297&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107859297&origin=inward",34,"2026-01-24 10:38:23","Article","10.1016/j.surfin.2021.101178","2468-0230",,25,,,,35,7.00,35,1,5,"","",""
34,"S. Zhang","SO4[rad]–-based catalytic ceramic UF membrane for organics removal and flux restoration",2020,"Chemical Engineering Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085285871&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085285871&origin=inward",35,"2026-01-24 10:38:23","Article","10.1016/j.cej.2020.125600","1385-8947",,398,,,,34,5.67,34,1,6,"","",""
34,"D. Sengupta","Fabric-like Electrospun PVAc-Graphene Nanofiber Webs as Wearable and Degradable Piezocapacitive Sensors",2023,"ACS Applied Materials and Interfaces","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85156200938&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85156200938&origin=inward",36,"2026-01-24 10:38:23","Article","10.1021/acsami.3c03113","1944-8244",,15,18,22351,22366,34,11.33,34,1,3,"","",""
32,"M. Pakizeh","Preparation and characterization of polyzwitterionic hydrogel coated polyamide-based mixed matrix membrane for heavy metal ions removal",2020,"Journal of Applied Polymer Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087463317&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087463317&origin=inward",37,"2026-01-24 10:38:23","Article","10.1002/app.49595","0021-8995",,137,48,,,32,5.33,32,1,6,"","",""
31,"M. Plevová","Optimization of the membrane electrode assembly for an alkaline water electrolyser based on the catalyst-coated membrane",2022,"Journal of Power Sources","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130172266&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130172266&origin=inward",38,"2026-01-24 10:38:23","Article","10.1016/j.jpowsour.2022.231476","0378-7753",,539,,,,31,7.75,31,1,4,"","",""
31,"S. Bianchi","Proliferation and Morphological Assessment of Human Periodontal Ligament Fibroblast towards Bovine Pericardium Membranes: An In Vitro Study",2022,"Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143770620&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143770620&origin=inward",39,"2026-01-24 10:38:23","Article","10.3390/ma15238284","1996-1944",,15,23,,,31,7.75,31,1,4,"","",""
30,"A. Abdelrasoul","Induced hemocompatibility of polyethersulfone (PES) hemodialysis membrane using polyvinylpyrrolidone: Investigation on human serum fibrinogen adsorption and inflammatory biomarkers released",2022,"Chemical Engineering Research and Design","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120650297&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120650297&origin=inward",40,"2026-01-24 10:38:23","Article","10.1016/j.cherd.2021.11.027","0263-8762",,177,,615,624,30,7.50,30,1,4,"","",""
30,"X. Yang","Photo-crosslinked GelMA/collagen membrane loaded with lysozyme as an antibacterial corneal implant",2021,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116053099&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116053099&origin=inward",41,"2026-01-24 10:38:23","Article","10.1016/j.ijbiomac.2021.09.144","0141-8130",,191,,1006,1016,30,6.00,30,1,5,"","",""
29,"H. Su","A Study of Combining Elastin in the Chitosan Electrospinning to Increase the Mechanical Strength and Bioactivity",2021,"Marine Drugs","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103862281&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103862281&origin=inward",42,"2026-01-24 10:38:23","Article","10.3390/MD19030169","1660-3397",,19,3,,,29,5.80,29,1,5,"","",""
29,"T.D. Kusworo","Phenol and ammonia removal in petroleum refinery wastewater using a poly(vinyl) alcohol coated polysulfone nanohybrid membrane",2021,"Journal of Water Process Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092136934&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092136934&origin=inward",43,"2026-01-24 10:38:23","Article","10.1016/j.jwpe.2020.101718","2214-7144",,39,,,,29,5.80,29,1,5,"","",""
29,"F. Ding","The pinhole effect on proton exchange membrane fuel cell (PEMFC) current density distribution and temperature distribution",2023,"Applied Energy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85154034176&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85154034176&origin=inward",44,"2026-01-24 10:38:23","Article","10.1016/j.apenergy.2023.121136","0306-2619",,342,,,,29,9.67,29,1,3,"","",""
28,"S.X.L. Goh","Sodium dodecyl sulfate-multi-walled carbon nanotubes-coated-membrane solid phase extraction of glucocorticoids in aqueous matrices",2021,"Talanta","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090719968&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090719968&origin=inward",45,"2026-01-24 10:38:23","Article","10.1016/j.talanta.2020.121624","0039-9140",,221,,,,28,5.60,28,1,5,"","",""
28,"O.O. Sadare","Blended Polysulfone/Polyethersulfone (PSF/PES) Membrane with Enhanced Antifouling Property for Separation of Succinate from Organic Acids from Fermentation Broth",2021,"ACS Sustainable Chemistry and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116295828&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116295828&origin=inward",46,"2026-01-24 10:38:23","Article","10.1021/acssuschemeng.1c05059","2168-0485",,9,38,13068,13083,28,5.60,28,1,5,"","",""
28,"S. Bapat","On the state and stability of fuel cell catalyst inks",2021,"Advanced Powder Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114453570&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114453570&origin=inward",47,"2026-01-24 10:38:23","Article","10.1016/j.apt.2021.08.030","0921-8831",,32,10,3845,3859,28,5.60,28,1,5,"","",""
28,"Y. Singh","Mitigation of Mechanical Membrane Degradation in Fuel Cells by Controlling Electrode Morphology: A 4D in Situ Structural Characterization",2021,"Journal of the Electrochemical Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104366088&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104366088&origin=inward",48,"2026-01-24 10:38:23","Article","10.1149/1945-7111/abef87","0013-4651",,168,3,,,28,5.60,28,1,5,"","",""
27,"A. Alkhouzaam","Development of eco-friendly coating for the fabrication of high performing loose nanofiltration membranes for dye-contaminated wastewater treatment",2024,"Desalination","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189750814&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189750814&origin=inward",49,"2026-01-24 10:38:23","Article","10.1016/j.desal.2024.117609","0011-9164",,581,,,,27,13.50,27,1,2,"","",""
27,"M.N. Roudbari","Nitrogen functionalized carbon nanotubes as a support of platinum electrocatalysts for performance improvement of ORR using fuel cell cathodic half-cell",2020,"Renewable Energy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087397299&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087397299&origin=inward",51,"2026-01-24 10:38:23","Article","10.1016/j.renene.2020.06.028","0960-1481",,159,,1015,1028,27,4.50,27,1,6,"","",""
27,"M. Asadollahi","Improvement of performance and fouling resistance of polyamide reverse osmosis membranes using acrylamide and TiO2 nanoparticles under UV irradiation for water desalination",2020,"Journal of Applied Polymer Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071835874&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071835874&origin=inward",52,"2026-01-24 10:38:23","Article","10.1002/app.48461","0021-8995",,137,11,,,27,4.50,27,1,6,"","",""
27,"W. Chen","Harmonizing Thickness and Permeability in Bone Tissue Engineering: A Novel Silk Fibroin Membrane Inspired by Spider Silk Dynamics",2024,"Advanced Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180647861&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180647861&origin=inward",53,"2026-01-24 10:38:23","Article","10.1002/adma.202310697","0935-9648",,36,13,,,27,13.50,27,1,2,"","",""
26,"C. Su","Experimental and numerical study of thermal coupling on catalyst-coated membrane for proton exchange membrane water electrolyzer",2024,"Applied Energy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180004080&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180004080&origin=inward",54,"2026-01-24 10:38:23","Article","10.1016/j.apenergy.2023.122442","0306-2619",,357,,,,26,13.00,26,1,2,"","",""
25,"F. Peng","Guided bone regeneration in long-bone defect with a bilayer mineralized collagen membrane",2023,"Collagen and Leather","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180126367&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180126367&origin=inward",55,"2026-01-24 10:38:23","Article","10.1186/s42825-023-00144-4","2097-1419",,5,1,,,25,8.33,25,1,3,"","",""
25,"A.M. Hidalgo","Ibuprofen Removal by Graphene Oxide and Reduced Graphene Oxide Coated Polysulfone Nanofiltration Membranes",2022,"Membranes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131566362&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131566362&origin=inward",56,"2026-01-24 10:38:23","Article","10.3390/membranes12060562","2077-0375",,12,6,,,25,6.25,25,1,4,"","",""
25,"T.R. Roberts","Heparin-Free Extracorporeal Life Support Using Tethered Liquid Perfluorocarbon: A Feasibility and Efficacy Study",2020,"ASAIO Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087466099&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087466099&origin=inward",57,"2026-01-24 10:38:23","Article","10.1097/MAT.0000000000001055","1058-2916",,66,7,809,817,25,4.17,25,1,6,"","",""
24,"X. Shi","Physical, mechanical, and biological properties of collagen membranes for guided bone regeneration: a comparative in vitro study",2023,"BMC Oral Health","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165378501&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85165378501&origin=inward",58,"2026-01-24 10:38:23","Article","10.1186/s12903-023-03223-4","1472-6831",,23,1,,,24,8.00,24,1,3,"","",""
24,"M.A. Ali","Bioactive Composite Nonwoven Surgical Dressing based on Cellulose Coated with Nanofiber Membrane using the layer-by-layer technique",2022,"Egyptian Journal of Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125755171&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125755171&origin=inward",59,"2026-01-24 10:38:23","Article","10.21608/EJCHEM.2021.97103.4543","0449-2285",,65,4,525,542,24,6.00,24,1,4,"","",""
