Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"M. Askari","Electrospun Propolis-coated PLGA Scaffold Enhances the Osteoinduction of Mesenchymal Stem Cells",2024,"Current Stem Cell Research and Therapy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85177549953&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85177549953&origin=inward",14,"2026-01-24 10:32:03","Article","10.2174/1574888X18666230330104314","1574-888X",,19,1,94,102,5,2.50,5,1,2,"","",""
4,"P.M. Pasca","The influence of propolis nanoparticles on dermal fibroblasts migration: Premises for development of propolis-based collagen dermal patches",2021,"Digest Journal of Nanomaterials and Biostructures","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114593478&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114593478&origin=inward",15,"2026-01-24 10:32:03","Article","10.15251/djnb.2021.163.929","1842-3582",,16,3,929,938,4,0.80,4,1,5,"","",""
2,"R.E. Dos Reis","Experimental study of amniotic membrane or topical propolis on induced cutaneous wound healing in Wistar rats",2021,"Acta Veterinaria Brasilica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117489004&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117489004&origin=inward",16,"2026-01-24 10:32:03","Article","10.21708/AVB.2021.15.3.9991","1981-5484",,15,3,253,260,2,0.40,2,1,5,"","",""
0,"T. Adhikary","Revisiting therapeutic potentials of ethanolic extract of curcuma longa l. Rhizomes to evaluate wound healing progression upon topical application of its ointment",2021,"Indian Journal of Pharmaceutical Education and Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102361764&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102361764&origin=inward",18,"2026-01-24 10:32:03","Article","10.5530/ijper.55.1.19","0019-5464",,55,1,174,183,0,0.00,0,1,5,"","",""
0,"S.E. El-Habashy","3D-printed polysaccharide/collagen scaffolds co-integrated with carbon dots and propolis for infected wound healing",2025,"Journal of Drug Delivery Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105013550639&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105013550639&origin=inward",19,"2026-01-24 10:32:03","Article","10.1016/j.jddst.2025.107424","1773-2247",,114,,,,0,0.00,0,1,1,"","",""
0,"","Graphical Abstract TOC",2023,"Journal of Drug Delivery Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175620192&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175620192&origin=inward",17,"2026-01-24 10:32:03","Editorial","10.1016/S1773-2247(23)00987-5","1773-2247",,89,,,,0,0.00,0,0,3,"","",""
58,"P. Gupta","Chitosan nanocomposite for tissue engineering and regenerative medicine: A review",2024,"International Journal of Biological Macromolecules","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175862393&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175862393&origin=inward",3,"2026-01-24 10:32:03","Review","10.1016/j.ijbiomac.2023.127660","0141-8130",,254,,,,58,29.00,58,1,2,"","",""
16,"L. Jaldin-Crespo","Nanomaterials Based on Honey and Propolis for Wound Healing—A Mini-Review",2022,"Nanomaterials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144843728&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144843728&origin=inward",6,"2026-01-24 10:32:03","Review","10.3390/nano12244409","2079-4991",,12,24,,,16,4.00,16,1,4,"","",""
11,"S.S. Hashemi","A review on application of herbals and their polymer composites in wound healing",2024,"Arabian Journal of Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192153424&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192153424&origin=inward",9,"2026-01-24 10:32:03","Review","10.1016/j.arabjc.2024.105820","1878-5352",,17,7,,,11,5.50,11,1,2,"","",""
0,"Alireza Yazdanian, Alireza Jahandideh, Saeed Hesaraki","The effect of green synthesis of TiO2 nanoparticles/collagen/HA scaffold in bone regeneration: As an animal study",2023,"Veterinary medicine and science","","","",1,"2026-01-24 10:31:55","Journal Article","10.1002/vms3.1222","2053-1095",,9,5,2342,2351,0,0.00,0,3,3,"The bone defects cannot heal by themselves when their range exceeds the critical size defect (CSD). In clinical treatment, significant bone defects are often caused by trauma, developmental deformity, tumour resection and infection. The purpose of this study was to investigate the effect of green synthesis of TiO2 from propolis extract/collagen/HA (Hydroxyapatite) scaffolds on bone regeneration in rats. Water uptake, biodegradability, porosity and biodegradation of the scaffolds were evaluated after they were synthesised using freeze-dry method. Cell viability by MTT assay was then evaluated. During the 4, 8 and 12 weeks following the scaffold implantation, the bone regeneration was evaluated using macroscopic and microscopic tests to determine the effectiveness of green synthesis of TiO2 from propolis extract/collagen/HA scaffolds. Compared to the HA/Coll scaffold, ProTiO2 /HA/Coll scaffold was reduced porosity, water absorption and degradability porosity. Based on in vitro tests, both synthetic scaffolds induced cell growth and were less toxic and stimulated cell growth. Based on histopathological testing, the ProTiO2 /HA/Coll scaffolds formed high levels of bone during 12 weeks in comparison with HA/Coll and control group. ProTiO2 /HA/Coll composite can be used in regenerative medicine, bone fillers and scaffolds. As a result, this research suggests that ProTiO2 /HA/Coll composites could be promising candidates for bone regeneration.","",""
0,"Mohammad Askari, Maryam Jadid Tavaf, Masoud Ghorbani, Mohsen Yazdanian, Mehrdad Moosazadeh Moghaddam","Electrospun Propolis-coated PLGA Scaffold Enhances the Osteoinduction of Mesenchymal Stem Cells",2024,"Current stem cell research & therapy","","","",2,"2026-01-24 10:31:55","Journal Article","10.2174/1574888X18666230330104314","2212-3946",,19,1,94,102,0,0.00,0,5,2,"Major injuries that are caused by trauma and cancer can not be repaired through bone remodeling. The goal of bone regeneration by tissue engineering approaches is to fabricate bone implants in order to restore bone structure and functions. The use of stem cells and polymer scaffolds provides the conditions for tissue regeneration based on tissue engineering. This study aimed to fabricate a combined matrix of poly(lactide-co-glycolide) (PLGA) and propolis extract, which is a mixture of pollen and beeswax collected by bees from certain plants and has long been used in traditional herbal medicine, to promote the osteogenic differentiation of human adipose- derived mesenchymal stem cells (AD-MSCs). The scaffold was fabricated through electrospinning and was immersed in a propolis extract solution. Then, AD-MSCs were cultured and differentiated into the osteogenic lineage. The cell viability on the scaffold was evaluated by MTT assay. Osteogenic differentiation of the seeded stem cells was detected by evaluating calcium content, alkaline phosphatase (ALP) activity, and the expression of bonespecific genes. The viability of cells was not affected by propolis-coated and uncoated fabricated scaffolds, while higher calcium content, ALP activity, and expression of RUNX-2, type I collagen, osteocalcin, and osteonectin were observed in cells differentiated on propolis-coated PLGA scaffold on days 7, 14, and 21 of differentiation compared to PLGA scaffold. The results of this study showed that the presence of propolis in the scaffold could lead to better cell attachment and strengthen the osteoinduction process in stem cells.","",""
0,"Hairul-Islam Mohamed Ibrahim, Muthukumar Thangavelu, Ashraf Khalifa","Honey-Propolis-Engineered Collagen Peptides as Promising Wound-Healing Matrix in Mouse Model",2022,"Molecules (Basel, Switzerland)","","","",3,"2026-01-24 10:31:55","Journal Article","10.3390/molecules27207090","1420-3049",,27,20,,,0,0.00,0,3,4,"In this study, collagen hydrolysates (CHDs) were fabricated with honey-propolis wax (HPW), structurally modified as a sponge matrix, and experimentalized on wound healing in a mouse model. The scaffold was characterized by means of in vitro enzymatic degradation; in vitro HPW release; and in vivo wound-healing mouse model, wound-healing-specific RNA, transcripts, and protein markers. The functional activity of the HPW extracted from raw propolis was determined using total flavonoids, antioxidant scavenging assays, and anti-hemolytic principles. The results indicated that HPW had a high flavonoid content (20 μg/mL of wax) and antioxidant activities. The effective concentration (EC50) of HPW was estimated (28 mg/mL) and was then used in the subsequent in vivo experiments. Additionally, the dopped mixture of CHDs and HPW substantially enhanced the wound-healing process and regulated wound biochemical markers such as hexoseamine and melondialdehyde. CHDs- HPW upregulated the expression of growth factors including vascular endothelial growth factor (VEGF) (2.3-fold), fibroblast growth factor (FGF) and epidermal growth factor (EGF) (1.7-fold), and transforming growth factor-beta (TGF-β) (3.1-fold), indicating their potential capacity to perform wound re-epithelialization and the loading of ground tissue. Pro-inflammatory markers IL-1 β (51 pg/mL) and TNF-α (220 pg/mL) were significantly reduced in the CHD-HPW-treated wound. These interesting results were further confirmed using mRNA and protein growth factors from the wound, which enhanced the load of collagen-I in the wound site. In conclusion, CHDs-HPW exhibited a significant reduction in inflammation and inflammatory markers and helped to obtain a faster wound-healing process in a mouse model. The newly engineered biosponge could be developed as a promising therapeutic approach for the regeneration and repair of damaged human skin in the future.","",""
0,"Jeimmy González-Masís, Jorge M Cubero-Sesin, Yendry R Corrales-Ureña, Sara González-Camacho, Nohelia Mora-Ugalde, Mónica Baizán-Rojas, Randall Loaiza, José Roberto Vega-Baudrit, Rodolfo J Gonzalez-Paz","Increased Fibroblast Metabolic Activity of Collagen Scaffolds via the Addition of Propolis Nanoparticles",2020,"Materials (Basel, Switzerland)","","","",4,"2026-01-24 10:31:55","Journal Article","10.3390/ma13143118","1996-1944",,13,14,,,0,0.00,0,9,6,"Propolis natural extracts have been used since ancient times due to their antioxidant, anti-inflammatory, antiviral, and antimicrobial activities. In this study, we produced scaffolds of type I collagen, extracted from Wistar Hanover rat tail tendons, and impregnated them with propolis nanoparticles (NPs) for applications in regenerative medicine. Our results show that the impregnation of propolis NPs to collagen scaffolds affected the collagen denaturation temperature and tensile strength. The changes in structural collagen self-assembly due to contact with organic nanoparticles were shown for the first time. The fibril collagen secondary structure was preserved, and the D-pattern gap increased to 135 ± 28 nm, without losing the microfiber structure. We also show that the properties of the collagen scaffolds depended on the concentration of propolis NPs. A concentration of 100 μg/mL of propolis NPs with 1 mg of collagen, with a hydrodynamic diameter of 173 nm, was found to be an optimal concentration to enhance 3T3 fibroblast cell metabolic activity and cell proliferation. The expected outcome from this research is both scientifically and socially relevant since the home scaffold using natural nanoparticles can be produced using a simple method and could be widely used for local medical care in developing communities.","",""
0,"K Cavalcante Loureiro, T Carvalho Barbosa, M Nery, M Vinicius Chaud, C Ferreira da Silva, L Nalone Andrade, C Bani Corrêa, A Jaguer, F Ferreira Padilha, J Cordeiro Cardoso, E Souto, P Severino","Antibacterial activity of chitosan/collagen membranes containing red propolis extract",2020,"Die Pharmazie","","","",5,"2026-01-24 10:31:55","Journal Article","10.1691/ph.2020.9050","0031-7144",,75,2,75,81,0,0.00,0,12,6,"In this study we developed a mucoadhesive polymeric membrane wound dressing incorporating red propolis extract (HERP). Membranes were made using a casting method employing collagen, chitosan, polyethylene glycol (15, 20, and 30v%), and hydroethanolic extract of EtOH-H₂O 70v% - 30v% (v/v) of HERP (0.5, 1.0, and 1.5%). Membranes were extensively characterized to assess the thickness, pH, morphology using Scanning Electron Microscopy (SEM), Differential Scanning Calorimetry (DSC), mechanical properties, swelling, in vitro mucoadhesion, cytotoxicity, and minimum inhibitory concentration (MIC). Assessment of the thickness and mechanical properties of the membranes containing HERP revealed that the most significant thickness obtained was 40.7 μm; thermal analysis suggests suggesting the hydrogen bonds between hydroxyl groups of isoflavones and the free amine present in the region of chitosan. Cell viability decreased as the amount of HERP increased. Finally, the MICs were 7.8 and 1.9 μg.mL-1 for Staphylococcus aureus ATCC 25923 and Pseudomonas aeruginosa ATCC 27853, respectively. These results were suggesting that the 0.5 % HERP membrane has the potential for future studies for wound application.","",""
0,"Asghar Eskandarinia, Amirhosein Kefayat, Maria Agheb, Mohammad Rafienia, Moloud Amini Baghbadorani, Sepehr Navid, Karim Ebrahimpour, Darioush Khodabakhshi, Fatemeh Ghahremani","A Novel Bilayer Wound Dressing Composed of a Dense Polyurethane/Propolis Membrane and a Biodegradable Polycaprolactone/Gelatin Nanofibrous Scaffold",2020,"Scientific reports","","","",6,"2026-01-24 10:31:55","Journal Article","10.1038/s41598-020-59931-2","2045-2322",,10,1,3063,,0,0.00,0,9,6,"One-layer wound dressings cannot meet all the clinical needs due to their individual characteristics and shortcomings. Therefore, bilayer wound dressings which are composed of two layers with different properties have gained lots of attention. In the present study, polycaprolactone/gelatin (PCL/Gel) scaffold was electrospun on a dense membrane composed of polyurethane and ethanolic extract of propolis (PU/EEP). The PU/EEP membrane was used as the top layer to protect the wound area from external contamination and dehydration, while the PCL/Gel scaffold was used as the sublayer to facilitate cells' adhesion and proliferation. The bilayer wound dressing was investigated regarding its microstructure, mechanical properties, surface wettability, anti-bacterial activity, biodegradability, biocompatibility, and its efficacy in the animal wound model and histopathological analyzes. Scanning electron micrographs exhibited uniform morphology and bead-free structure of the PCL/Gel scaffold with average fibers' diameter of 237.3 ± 65.1 nm. Significant anti-bacterial activity was observed against Staphylococcal aureus (5.4 ± 0.3 mm), Escherichia coli (1.9 ± 0.4 mm) and Staphylococcus epidermidis (1.0 ± 0.2 mm) according to inhibition zone test. The bilayer wound dressing exhibited high hydrophilicity (51.1 ± 4.9°), biodegradability, and biocompatibility. The bilayer wound dressing could significantly accelerate the wound closure and collagen deposition in the Wistar rats' skin wound model. Taking together, the PU/EEP-PCL/Gel bilayer wound dressing can be a potential candidate for biomedical applications due to remarkable mechanical properties, biocompatibility, antibacterial features, and wound healing activities.","",""
0,"Asghar Eskandarinia, Amirhosein Kefayat, Mosayeb Gharakhloo, Maria Agheb, Darioush Khodabakhshi, Mehdi Khorshidi, Vafa Sheikhmoradi, Mohammad Rafienia, Hossein Salehi","A propolis enriched polyurethane-hyaluronic acid nanofibrous wound dressing with remarkable antibacterial and wound healing activities",2020,"International journal of biological macromolecules","","","",7,"2026-01-24 10:31:55","Journal Article","10.1016/j.ijbiomac.2020.01.255","1879-0003",,149,,467,476,0,0.00,0,9,6,"A biocompatible and antibacterial scaffold with efficient wound healing activity can be an appropriate option for wound dressing application. In this study, polyurethane-hyaluronic acid (PU-HA) nanofibrous wound dressing was fabricated and then enriched with three different concentrations of ethanolic extract of propolis (EEP). The obtained samples were characterized by attenuated total reflectance/Fourier transform infrared spectroscopy, thermal gravimetric analysis, scanning electron microscopy, mechanical investigations, antibacterial tests, water uptake exam, and in vitro and in vivo evaluations. The PU-HA/1% EEP and PU-HA/2% EEP samples exhibited higher antibacterial activity against Staphylococcus aureus (2.36 ± 0.33 and 5.63 ± 0.87 mm), Escherichia coli (1.94 ± 0.12 and 3.18 ± 0.63 mm) in comparison with other samples. However, the PU-HA/1% EEP sample exhibited significantly higher biocompatibility for L929 fibroblast cells in comparison with PU-HA/2% EEP. Also, the PU-HA/1% EEP sample could significantly accelerate the wound healing progression and wound closure at the animal model. At the histopathological analyses, improved dermis development and collagen deposition at the healed wound area of the PU-HA/1% EEP sample in comparison with other groups was observed. These results indicate that 1 wt% EEP enriched PU-HA nanofibrous scaffold can be a promising candidate with considerable biocompatibility, wound healing, and antibacterial activities for further biomedical applications.","",""
